,subject,spos_bins,repeats,recalled,adj_rec
440,MTK00158,9.0,1.0,1.0,0.6139217470427661
441,MTK00159,1.0,1.0,0.0,0.38528586593873215
442,MTK00159,2.0,1.0,0.0,0.31284866697488056
443,MTK00159,3.0,1.0,0.0,0.2832625619249823
444,MTK00159,4.0,1.0,0.1111111111111111,0.27217799009200283
445,MTK00159,5.0,1.0,0.0,0.29551486199575366
446,MTK00159,6.0,1.0,0.1111111111111111,0.28550576281468
447,MTK00159,7.0,1.0,0.06666666666666667,0.3601203113941967
448,MTK00159,8.0,1.0,0.3333333333333333,0.42178116469517746
449,MTK00159,9.0,1.0,1.0,0.6139217470427661
450,MTK00161,1.0,1.0,0.08333333333333333,0.38528586593873215
451,MTK00161,2.0,1.0,0.0,0.31284866697488056
452,MTK00161,3.0,1.0,0.4166666666666667,0.2832625619249823
453,MTK00161,4.0,1.0,0.3333333333333333,0.27217799009200283
454,MTK00161,5.0,1.0,0.2333333333333333,0.29551486199575366
455,MTK00161,6.0,1.0,0.2222222222222222,0.28550576281468
456,MTK00161,7.0,1.0,0.0,0.3601203113941967
457,MTK00161,8.0,1.0,0.5833333333333334,0.42178116469517746
458,MTK00161,9.0,1.0,0.5,0.6139217470427661
459,MTK00170,1.0,1.0,0.25,0.38528586593873215
460,MTK00170,2.0,1.0,0.5,0.31284866697488056
461,MTK00170,3.0,1.0,0.1111111111111111,0.2832625619249823
462,MTK00170,4.0,1.0,0.0,0.27217799009200283
463,MTK00170,5.0,1.0,0.08333333333333333,0.29551486199575366
464,MTK00170,6.0,1.0,0.0,0.28550576281468
465,MTK00170,7.0,1.0,0.16666666666666666,0.3601203113941967
466,MTK00170,8.0,1.0,0.4666666666666666,0.42178116469517746
467,MTK00170,9.0,1.0,0.5,0.6139217470427661
468,MTK00171,1.0,1.0,0.5416666666666666,0.38528586593873215
469,MTK00171,2.0,1.0,0.5,0.31284866697488056
470,MTK00171,3.0,1.0,0.5222222222222223,0.2832625619249823
471,MTK00171,4.0,1.0,0.0,0.27217799009200283
472,MTK00171,5.0,1.0,0.2333333333333333,0.29551486199575366
473,MTK00171,6.0,1.0,0.6333333333333333,0.28550576281468
474,MTK00171,7.0,1.0,0.5,0.3601203113941967
475,MTK00171,8.0,1.0,0.2333333333333333,0.42178116469517746
476,MTK00171,9.0,1.0,0.5,0.6139217470427661
477,MTK00174,1.0,1.0,0.0,0.38528586593873215
478,MTK00174,2.0,1.0,0.125,0.31284866697488056
479,MTK00174,3.0,1.0,0.1111111111111111,0.2832625619249823
480,MTK00174,4.0,1.0,0.0,0.27217799009200283
481,MTK00174,5.0,1.0,0.16666666666666666,0.29551486199575366
482,MTK00174,6.0,1.0,0.0,0.28550576281468
483,MTK00174,7.0,1.0,0.3333333333333333,0.3601203113941967
484,MTK00174,8.0,1.0,0.25,0.42178116469517746
485,MTK00174,9.0,1.0,0.16666666666666666,0.6139217470427661
486,MTK00176,1.0,1.0,0.0,0.38528586593873215
487,MTK00176,2.0,1.0,0.0,0.31284866697488056
488,MTK00176,3.0,1.0,0.3333333333333333,0.2832625619249823
489,MTK00176,4.0,1.0,0.17777777777777778,0.27217799009200283
490,MTK00176,5.0,1.0,0.3333333333333333,0.29551486199575366
491,MTK00176,6.0,1.0,0.1111111111111111,0.28550576281468
492,MTK00176,7.0,1.0,0.5,0.3601203113941967
493,MTK00176,8.0,1.0,0.611111111111111,0.42178116469517746
494,MTK00176,9.0,1.0,0.8333333333333334,0.6139217470427661
495,MTK00177,1.0,1.0,0.5833333333333333,0.38528586593873215
496,MTK00177,2.0,1.0,0.5,0.31284866697488056
497,MTK00177,3.0,1.0,0.16666666666666666,0.2832625619249823
498,MTK00177,4.0,1.0,0.38888888888888884,0.27217799009200283
499,MTK00177,5.0,1.0,0.0,0.29551486199575366
500,MTK00177,6.0,1.0,0.2222222222222222,0.28550576281468
501,MTK00177,7.0,1.0,0.5499999999999999,0.3601203113941967
502,MTK00177,8.0,1.0,0.16666666666666666,0.42178116469517746
503,MTK00177,9.0,1.0,0.6666666666666666,0.6139217470427661
504,MTK00179,1.0,1.0,0.3611111111111111,0.38528586593873215
505,MTK00179,2.0,1.0,0.16666666666666666,0.31284866697488056
506,MTK00179,3.0,1.0,0.0,0.2832625619249823
507,MTK00179,4.0,1.0,0.6333333333333333,0.27217799009200283
508,MTK00179,5.0,1.0,0.4222222222222222,0.29551486199575366
509,MTK00179,6.0,1.0,0.08333333333333333,0.28550576281468
510,MTK00179,7.0,1.0,0.16666666666666666,0.3601203113941967
511,MTK00179,8.0,1.0,0.16666666666666666,0.42178116469517746
512,MTK00179,9.0,1.0,0.8333333333333333,0.6139217470427661
513,MTK00180,1.0,1.0,0.08333333333333333,0.38528586593873215
514,MTK00180,2.0,1.0,0.25,0.31284866697488056
515,MTK00180,3.0,1.0,0.1111111111111111,0.2832625619249823
516,MTK00180,4.0,1.0,0.0,0.27217799009200283
517,MTK00180,5.0,1.0,0.6333333333333333,0.29551486199575366
518,MTK00180,6.0,1.0,0.13333333333333333,0.28550576281468
519,MTK00180,7.0,1.0,0.1111111111111111,0.3601203113941967
520,MTK00180,8.0,1.0,0.2333333333333333,0.42178116469517746
521,MTK00180,9.0,1.0,0.38888888888888884,0.6139217470427661
522,MTK00181,1.0,1.0,0.7083333333333333,0.38528586593873215
523,MTK00181,2.0,1.0,0.16666666666666666,0.31284866697488056
524,MTK00181,3.0,1.0,0.4166666666666667,0.2832625619249823
525,MTK00181,4.0,1.0,0.3333333333333333,0.27217799009200283
526,MTK00181,5.0,1.0,0.0,0.29551486199575366
527,MTK00181,6.0,1.0,0.35,0.28550576281468
528,MTK00181,7.0,1.0,0.25,0.3601203113941967
529,MTK00181,8.0,1.0,0.25,0.42178116469517746
530,MTK00181,9.0,1.0,0.5833333333333334,0.6139217470427661
531,MTK00182,1.0,1.0,0.125,0.38528586593873215
532,MTK00182,2.0,1.0,0.16666666666666666,0.31284866697488056
533,MTK00182,3.0,1.0,0.0,0.2832625619249823
534,MTK00182,4.0,1.0,0.16666666666666666,0.27217799009200283
535,MTK00182,5.0,1.0,0.0,0.29551486199575366
536,MTK00182,6.0,1.0,0.16666666666666666,0.28550576281468
537,MTK00182,7.0,1.0,0.5,0.3601203113941967
538,MTK00182,8.0,1.0,0.38888888888888884,0.42178116469517746
539,MTK00182,9.0,1.0,0.4444444444444444,0.6139217470427661
540,MTK00183,1.0,1.0,0.16666666666666666,0.38528586593873215
541,MTK00183,2.0,1.0,0.0,0.31284866697488056
542,MTK00183,3.0,1.0,0.0,0.2832625619249823
543,MTK00183,4.0,1.0,0.0,0.27217799009200283
544,MTK00183,5.0,1.0,0.16666666666666666,0.29551486199575366
545,MTK00183,6.0,1.0,0.0,0.28550576281468
546,MTK00183,7.0,1.0,0.0,0.3601203113941967
547,MTK00183,8.0,1.0,0.0,0.42178116469517746
548,MTK00183,9.0,1.0,0.0,0.6139217470427661
549,MTK00184,1.0,1.0,0.375,0.38528586593873215
550,MTK00184,2.0,1.0,0.0,0.31284866697488056
551,MTK00184,3.0,1.0,0.25,0.2832625619249823
552,MTK00184,4.0,1.0,0.3,0.27217799009200283
553,MTK00184,5.0,1.0,0.16666666666666666,0.29551486199575366
554,MTK00184,6.0,1.0,0.0,0.28550576281468
555,MTK00184,7.0,1.0,0.5555555555555555,0.3601203113941967
556,MTK00184,8.0,1.0,0.17777777777777778,0.42178116469517746
557,MTK00184,9.0,1.0,0.375,0.6139217470427661
558,MTK00185,1.0,1.0,0.5416666666666666,0.38528586593873215
559,MTK00185,2.0,1.0,0.5,0.31284866697488056
560,MTK00185,3.0,1.0,0.5222222222222223,0.2832625619249823
561,MTK00185,4.0,1.0,0.0,0.27217799009200283
562,MTK00185,5.0,1.0,0.2333333333333333,0.29551486199575366
563,MTK00185,6.0,1.0,0.6333333333333333,0.28550576281468
564,MTK00185,7.0,1.0,0.5,0.3601203113941967
565,MTK00185,8.0,1.0,0.2333333333333333,0.42178116469517746
566,MTK00185,9.0,1.0,0.5,0.6139217470427661
567,MTK00186,1.0,1.0,0.125,0.38528586593873215
568,MTK00186,2.0,1.0,0.125,0.31284866697488056
569,MTK00186,3.0,1.0,0.1111111111111111,0.2832625619249823
570,MTK00186,4.0,1.0,0.0,0.27217799009200283
571,MTK00186,5.0,1.0,0.0,0.29551486199575366
572,MTK00186,6.0,1.0,0.19444444444444442,0.28550576281468
573,MTK00186,7.0,1.0,0.19444444444444442,0.3601203113941967
574,MTK00186,8.0,1.0,0.16666666666666666,0.42178116469517746
575,MTK00186,9.0,1.0,0.5,0.6139217470427661
576,MTK00188,1.0,1.0,0.5833333333333333,0.38528586593873215
577,MTK00188,2.0,1.0,0.5,0.31284866697488056
578,MTK00188,3.0,1.0,0.16666666666666666,0.2832625619249823
579,MTK00188,4.0,1.0,0.38888888888888884,0.27217799009200283
580,MTK00188,5.0,1.0,0.0,0.29551486199575366
581,MTK00188,6.0,1.0,0.2222222222222222,0.28550576281468
582,MTK00188,7.0,1.0,0.5499999999999999,0.3601203113941967
583,MTK00188,8.0,1.0,0.16666666666666666,0.42178116469517746
584,MTK00188,9.0,1.0,0.6666666666666666,0.6139217470427661
585,MTK00189,1.0,1.0,0.14583333333333331,0.38528586593873215
586,MTK00189,2.0,1.0,0.75,0.31284866697488056
587,MTK00189,3.0,1.0,0.25,0.2832625619249823
588,MTK00189,4.0,1.0,0.5,0.27217799009200283
589,MTK00189,5.0,1.0,0.1111111111111111,0.29551486199575366
590,MTK00189,6.0,1.0,0.25,0.28550576281468
591,MTK00189,7.0,1.0,0.0,0.3601203113941967
592,MTK00189,8.0,1.0,0.0,0.42178116469517746
593,MTK00189,9.0,1.0,0.0,0.6139217470427661
594,MTK00190,1.0,1.0,0.3625,0.38528586593873215
595,MTK00190,2.0,1.0,0.0,0.31284866697488056
596,MTK00190,3.0,1.0,0.06666666666666667,0.2832625619249823
597,MTK00190,4.0,1.0,0.1111111111111111,0.27217799009200283
598,MTK00190,5.0,1.0,0.16666666666666666,0.29551486199575366
599,MTK00190,6.0,1.0,0.3333333333333333,0.28550576281468
600,MTK00190,7.0,1.0,0.0,0.3601203113941967
601,MTK00190,8.0,1.0,0.0,0.42178116469517746
602,MTK00190,9.0,1.0,0.625,0.6139217470427661
603,MTK00192,1.0,1.0,0.3666666666666667,0.38528586593873215
604,MTK00192,2.0,1.0,0.3333333333333333,0.31284866697488056
605,MTK00192,3.0,1.0,0.3666666666666667,0.2832625619249823
606,MTK00192,4.0,1.0,0.7222222222222222,0.27217799009200283
607,MTK00192,5.0,1.0,0.6666666666666666,0.29551486199575366
608,MTK00192,6.0,1.0,0.611111111111111,0.28550576281468
609,MTK00192,7.0,1.0,0.8333333333333334,0.3601203113941967
610,MTK00192,8.0,1.0,0.6666666666666666,0.42178116469517746
611,MTK00192,9.0,1.0,1.0,0.6139217470427661
612,MTK00193,1.0,1.0,0.5,0.38528586593873215
613,MTK00193,2.0,1.0,0.6666666666666666,0.31284866697488056
614,MTK00193,3.0,1.0,0.4444444444444444,0.2832625619249823
615,MTK00193,4.0,1.0,0.16666666666666666,0.27217799009200283
616,MTK00193,5.0,1.0,0.5,0.29551486199575366
617,MTK00193,6.0,1.0,0.0,0.28550576281468
618,MTK00193,7.0,1.0,0.3333333333333333,0.3601203113941967
619,MTK00193,8.0,1.0,0.0,0.42178116469517746
620,MTK00193,9.0,1.0,0.08333333333333333,0.6139217470427661
621,MTK00194,1.0,1.0,0.27777777777777773,0.38528586593873215
622,MTK00194,2.0,1.0,0.0,0.31284866697488056
623,MTK00194,3.0,1.0,0.25,0.2832625619249823
624,MTK00194,4.0,1.0,0.1111111111111111,0.27217799009200283
625,MTK00194,5.0,1.0,0.0,0.29551486199575366
626,MTK00194,6.0,1.0,0.3333333333333333,0.28550576281468
627,MTK00194,7.0,1.0,0.16666666666666666,0.3601203113941967
628,MTK00194,8.0,1.0,0.16666666666666666,0.42178116469517746
629,MTK00194,9.0,1.0,0.611111111111111,0.6139217470427661
630,MTK00195,1.0,1.0,0.9375,0.38528586593873215
631,MTK00195,2.0,1.0,1.0,0.31284866697488056
632,MTK00195,3.0,1.0,1.0,0.2832625619249822
633,MTK00195,4.0,1.0,0.9166666666666666,0.27217799009200283
634,MTK00195,5.0,1.0,0.7666666666666666,0.29551486199575366
635,MTK00195,6.0,1.0,1.0,0.28550576281468
636,MTK00195,7.0,1.0,1.0,0.36012031139419665
637,MTK00195,8.0,1.0,0.8333333333333334,0.42178116469517746
638,MTK00195,9.0,1.0,0.9,0.6139217470427661
639,MTK00196,1.0,1.0,0.375,0.38528586593873215
640,MTK00196,2.0,1.0,0.55,0.31284866697488056
641,MTK00196,3.0,1.0,0.5833333333333334,0.2832625619249823
642,MTK00196,4.0,1.0,0.6666666666666666,0.27217799009200283
643,MTK00196,5.0,1.0,0.5555555555555555,0.29551486199575366
644,MTK00196,6.0,1.0,0.16666666666666666,0.28550576281468
645,MTK00196,7.0,1.0,0.16666666666666666,0.3601203113941967
646,MTK00196,8.0,1.0,0.5,0.42178116469517746
647,MTK00196,9.0,1.0,0.3333333333333333,0.6139217470427661
648,MTK00197,1.0,1.0,0.41666666666666663,0.38528586593873215
649,MTK00197,2.0,1.0,0.375,0.31284866697488056
650,MTK00197,3.0,1.0,0.5833333333333334,0.2832625619249823
651,MTK00197,4.0,1.0,0.55,0.27217799009200283
652,MTK00197,5.0,1.0,0.7222222222222222,0.29551486199575366
653,MTK00197,6.0,1.0,0.8333333333333334,0.28550576281468
654,MTK00197,7.0,1.0,0.25,0.3601203113941967
655,MTK00197,8.0,1.0,1.0,0.42178116469517746
656,MTK00197,9.0,1.0,1.0,0.6139217470427661
657,MTK00200,1.0,1.0,1.0,0.38528586593873215
658,MTK00200,2.0,1.0,0.5,0.31284866697488056
659,MTK00200,3.0,1.0,0.8333333333333334,0.28326256192498234
660,MTK00200,4.0,1.0,0.9166666666666666,0.27217799009200283
661,MTK00200,5.0,1.0,0.7666666666666666,0.29551486199575366
662,MTK00200,6.0,1.0,0.5,0.28550576281468
663,MTK00200,7.0,1.0,0.8333333333333334,0.3601203113941967
664,MTK00200,8.0,1.0,0.8333333333333333,0.42178116469517746
665,MTK00200,9.0,1.0,0.7222222222222222,0.6139217470427661
666,MTK00201,1.0,1.0,0.2,0.38528586593873215
667,MTK00201,2.0,1.0,0.0,0.31284866697488056
668,MTK00201,3.0,1.0,0.13888888888888887,0.2832625619249823
669,MTK00201,4.0,1.0,0.3333333333333333,0.27217799009200283
670,MTK00201,5.0,1.0,0.3333333333333333,0.29551486199575366
671,MTK00201,6.0,1.0,0.5,0.28550576281468
672,MTK00201,7.0,1.0,0.27777777777777773,0.3601203113941967
673,MTK00201,8.0,1.0,0.3333333333333333,0.42178116469517746
674,MTK00201,9.0,1.0,0.7777777777777777,0.6139217470427661
675,MTK00202,1.0,1.0,0.0,0.38528586593873215
676,MTK00202,2.0,1.0,0.125,0.31284866697488056
677,MTK00202,3.0,1.0,0.1111111111111111,0.2832625619249823
678,MTK00202,4.0,1.0,0.0,0.27217799009200283
679,MTK00202,5.0,1.0,0.16666666666666666,0.29551486199575366
680,MTK00202,6.0,1.0,0.0,0.28550576281468
681,MTK00202,7.0,1.0,0.3333333333333333,0.3601203113941967
682,MTK00202,8.0,1.0,0.25,0.42178116469517746
683,MTK00202,9.0,1.0,0.16666666666666666,0.6139217470427661
684,MTK00203,1.0,1.0,0.7083333333333333,0.38528586593873215
685,MTK00203,2.0,1.0,0.0,0.31284866697488056
686,MTK00203,3.0,1.0,0.5,0.2832625619249823
687,MTK00203,4.0,1.0,0.3333333333333333,0.27217799009200283
688,MTK00203,5.0,1.0,0.38888888888888884,0.29551486199575366
689,MTK00203,6.0,1.0,0.6666666666666666,0.28550576281468
690,MTK00203,7.0,1.0,0.0,0.3601203113941967
691,MTK00203,8.0,1.0,0.0,0.42178116469517746
692,MTK00203,9.0,1.0,0.6666666666666666,0.6139217470427661
693,MTK00204,1.0,1.0,0.35416666666666663,0.38528586593873215
694,MTK00204,2.0,1.0,0.4583333333333333,0.31284866697488056
695,MTK00204,3.0,1.0,0.5,0.2832625619249823
696,MTK00204,4.0,1.0,0.1111111111111111,0.27217799009200283
697,MTK00204,5.0,1.0,0.2,0.29551486199575366
698,MTK00204,6.0,1.0,0.3333333333333333,0.28550576281468
699,MTK00204,7.0,1.0,0.0,0.3601203113941967
700,MTK00204,8.0,1.0,0.16666666666666666,0.42178116469517746
701,MTK00204,9.0,1.0,0.48333333333333334,0.6139217470427661
702,MTK00205,1.0,1.0,0.35555555555555557,0.38528586593873215
703,MTK00205,2.0,1.0,0.125,0.31284866697488056
704,MTK00205,3.0,1.0,0.3333333333333333,0.2832625619249823
705,MTK00205,4.0,1.0,0.16666666666666666,0.27217799009200283
706,MTK00205,5.0,1.0,0.16666666666666666,0.29551486199575366
707,MTK00205,6.0,1.0,0.5,0.28550576281468
708,MTK00205,7.0,1.0,0.19444444444444442,0.3601203113941967
709,MTK00205,8.0,1.0,0.6944444444444443,0.42178116469517746
710,MTK00205,9.0,1.0,0.8333333333333333,0.6139217470427661
711,MTK00206,1.0,1.0,0.29166666666666663,0.38528586593873215
712,MTK00206,2.0,1.0,0.29166666666666663,0.31284866697488056
713,MTK00206,3.0,1.0,0.3333333333333333,0.2832625619249823
714,MTK00206,4.0,1.0,0.1,0.27217799009200283
715,MTK00206,5.0,1.0,0.8333333333333334,0.2955148619957536
716,MTK00206,6.0,1.0,0.5,0.28550576281468
717,MTK00206,7.0,1.0,0.8333333333333334,0.3601203113941967
718,MTK00206,8.0,1.0,0.47222222222222215,0.42178116469517746
719,MTK00206,9.0,1.0,1.0,0.6139217470427661
720,MTK00207,1.0,1.0,0.08333333333333333,0.38528586593873215
721,MTK00207,2.0,1.0,0.0,0.31284866697488056
722,MTK00207,3.0,1.0,0.0,0.2832625619249823
723,MTK00207,4.0,1.0,0.25,0.27217799009200283
724,MTK00207,5.0,1.0,0.0,0.29551486199575366
725,MTK00207,6.0,1.0,0.16666666666666666,0.28550576281468
726,MTK00207,7.0,1.0,0.6,0.3601203113941967
727,MTK00207,8.0,1.0,0.2222222222222222,0.42178116469517746
728,MTK00207,9.0,1.0,0.38888888888888884,0.6139217470427661
729,MTK00208,1.0,1.0,0.25,0.38528586593873215
730,MTK00208,2.0,1.0,0.41666666666666663,0.31284866697488056
731,MTK00208,3.0,1.0,0.0,0.2832625619249823
732,MTK00208,4.0,1.0,0.3333333333333333,0.27217799009200283
733,MTK00208,5.0,1.0,0.08333333333333333,0.29551486199575366
734,MTK00208,6.0,1.0,0.4166666666666667,0.28550576281468
735,MTK00208,7.0,1.0,0.4444444444444444,0.3601203113941967
736,MTK00208,8.0,1.0,0.8,0.42178116469517746
737,MTK00208,9.0,1.0,1.0,0.6139217470427661
738,MTK00209,1.0,1.0,0.625,0.38528586593873215
739,MTK00209,2.0,1.0,0.25,0.31284866697488056
740,MTK00209,3.0,1.0,0.611111111111111,0.2832625619249823
741,MTK00209,4.0,1.0,1.0,0.27217799009200283
742,MTK00209,5.0,1.0,0.3333333333333333,0.29551486199575366
743,MTK00209,6.0,1.0,0.47222222222222215,0.28550576281468
744,MTK00209,7.0,1.0,0.8333333333333333,0.3601203113941967
745,MTK00209,8.0,1.0,0.5,0.42178116469517746
746,MTK00209,9.0,1.0,0.5,0.6139217470427661
747,MTK00210,1.0,1.0,0.0,0.38528586593873215
748,MTK00210,2.0,1.0,0.0,0.31284866697488056
749,MTK00210,3.0,1.0,0.39999999999999997,0.2832625619249823
750,MTK00210,4.0,1.0,0.16666666666666666,0.27217799009200283
751,MTK00210,5.0,1.0,0.125,0.29551486199575366
752,MTK00210,6.0,1.0,0.16666666666666666,0.28550576281468
753,MTK00210,7.0,1.0,0.2222222222222222,0.3601203113941967
754,MTK00210,8.0,1.0,0.1111111111111111,0.42178116469517746
755,MTK00210,9.0,1.0,0.4666666666666666,0.6139217470427661
756,MTK00211,1.0,1.0,0.75,0.38528586593873215
757,MTK00211,2.0,1.0,0.4583333333333333,0.31284866697488056
758,MTK00211,3.0,1.0,0.5555555555555555,0.2832625619249823
759,MTK00211,4.0,1.0,0.5833333333333334,0.27217799009200283
760,MTK00211,5.0,1.0,0.5,0.29551486199575366
761,MTK00211,6.0,1.0,0.5,0.28550576281468
762,MTK00211,7.0,1.0,0.5555555555555555,0.3601203113941967
763,MTK00211,8.0,1.0,0.75,0.42178116469517746
764,MTK00211,9.0,1.0,0.6666666666666666,0.6139217470427661
765,MTK00212,1.0,1.0,0.0,0.38528586593873215
766,MTK00212,2.0,1.0,0.0,0.31284866697488056
767,MTK00212,3.0,1.0,0.08333333333333333,0.2832625619249823
768,MTK00212,4.0,1.0,0.08333333333333333,0.27217799009200283
769,MTK00212,5.0,1.0,0.3333333333333333,0.29551486199575366
770,MTK00212,6.0,1.0,0.125,0.28550576281468
771,MTK00212,7.0,1.0,0.25,0.3601203113941967
772,MTK00212,8.0,1.0,0.6388888888888888,0.42178116469517746
773,MTK00212,9.0,1.0,0.25,0.6139217470427661
774,MTK00213,1.0,1.0,0.8333333333333333,0.38528586593873215
775,MTK00213,2.0,1.0,0.16666666666666666,0.31284866697488056
776,MTK00213,3.0,1.0,0.25,0.2832625619249823
777,MTK00213,4.0,1.0,0.1111111111111111,0.27217799009200283
778,MTK00213,5.0,1.0,0.3333333333333333,0.29551486199575366
779,MTK00213,6.0,1.0,0.3333333333333333,0.28550576281468
780,MTK00213,7.0,1.0,0.6666666666666666,0.3601203113941967
781,MTK00213,8.0,1.0,0.4761904761904762,0.42178116469517746
782,MTK00213,9.0,1.0,0.6666666666666666,0.6139217470427661
783,MTK00215,1.0,1.0,1.0,0.38528586593873215
784,MTK00215,2.0,1.0,1.0,0.31284866697488056
785,MTK00215,3.0,1.0,0.5555555555555555,0.2832625619249823
786,MTK00215,4.0,1.0,0.5833333333333334,0.27217799009200283
787,MTK00215,5.0,1.0,0.7777777777777777,0.29551486199575366
788,MTK00215,6.0,1.0,0.4444444444444444,0.28550576281468
789,MTK00215,7.0,1.0,0.27777777777777773,0.3601203113941967
790,MTK00215,8.0,1.0,0.08333333333333333,0.42178116469517746
791,MTK00215,9.0,1.0,0.27777777777777773,0.6139217470427661
792,MTK00217,1.0,1.0,0.24999999999999997,0.38528586593873215
793,MTK00217,2.0,1.0,0.0,0.31284866697488056
794,MTK00217,3.0,1.0,0.16666666666666666,0.2832625619249823
795,MTK00217,4.0,1.0,0.0,0.27217799009200283
796,MTK00217,5.0,1.0,0.08333333333333333,0.29551486199575366
797,MTK00217,6.0,1.0,0.25,0.28550576281468
798,MTK00217,7.0,1.0,0.0,0.3601203113941967
799,MTK00217,8.0,1.0,0.611111111111111,0.42178116469517746
800,MTK00217,9.0,1.0,0.4166666666666667,0.6139217470427661
801,MTK00219,1.0,1.0,0.2875,0.38528586593873215
802,MTK00219,2.0,1.0,0.16666666666666666,0.31284866697488056
803,MTK00219,3.0,1.0,0.0,0.2832625619249823
804,MTK00219,4.0,1.0,0.0,0.27217799009200283
805,MTK00219,5.0,1.0,0.0,0.29551486199575366
806,MTK00219,6.0,1.0,0.4166666666666667,0.28550576281468
807,MTK00219,7.0,1.0,0.0,0.3601203113941967
808,MTK00219,8.0,1.0,0.8333333333333334,0.42178116469517746
809,MTK00219,9.0,1.0,0.1111111111111111,0.6139217470427663
810,MTK00221,1.0,1.0,0.27777777777777773,0.38528586593873215
811,MTK00221,2.0,1.0,0.0,0.31284866697488056
812,MTK00221,3.0,1.0,0.25,0.2832625619249823
813,MTK00221,4.0,1.0,0.1111111111111111,0.27217799009200283
814,MTK00221,5.0,1.0,0.0,0.29551486199575366
815,MTK00221,6.0,1.0,0.3333333333333333,0.28550576281468
816,MTK00221,7.0,1.0,0.16666666666666666,0.3601203113941967
817,MTK00221,8.0,1.0,0.16666666666666666,0.42178116469517746
818,MTK00221,9.0,1.0,0.611111111111111,0.6139217470427661
819,MTK00222,1.0,1.0,0.75,0.38528586593873215
820,MTK00222,2.0,1.0,0.4,0.31284866697488056
821,MTK00222,3.0,1.0,0.0,0.2832625619249823
822,MTK00222,4.0,1.0,0.5,0.27217799009200283
823,MTK00222,5.0,1.0,0.45,0.29551486199575366
824,MTK00222,6.0,1.0,0.6666666666666666,0.28550576281468
825,MTK00222,7.0,1.0,0.1111111111111111,0.3601203113941967
826,MTK00222,8.0,1.0,0.3333333333333333,0.42178116469517746
827,MTK00222,9.0,1.0,0.8888888888888888,0.6139217470427661
828,MTK00224,1.0,1.0,0.3333333333333333,0.38528586593873215
829,MTK00224,2.0,1.0,0.625,0.31284866697488056
830,MTK00224,3.0,1.0,0.3333333333333333,0.2832625619249823
831,MTK00224,4.0,1.0,0.7999999999999999,0.27217799009200283
832,MTK00224,5.0,1.0,0.5,0.29551486199575366
833,MTK00224,6.0,1.0,0.25,0.28550576281468
834,MTK00224,7.0,1.0,1.0,0.36012031139419665
835,MTK00224,8.0,1.0,0.6666666666666666,0.42178116469517746
836,MTK00224,9.0,1.0,1.0,0.6139217470427661
837,MTK00225,1.0,1.0,0.5416666666666666,0.38528586593873215
838,MTK00225,2.0,1.0,0.5,0.31284866697488056
839,MTK00225,3.0,1.0,0.27777777777777773,0.2832625619249823
840,MTK00225,4.0,1.0,0.39999999999999997,0.27217799009200283
841,MTK00225,5.0,1.0,0.0,0.29551486199575366
842,MTK00225,6.0,1.0,0.25,0.28550576281468
843,MTK00225,7.0,1.0,0.0,0.3601203113941967
844,MTK00225,8.0,1.0,0.375,0.42178116469517746
845,MTK00225,9.0,1.0,1.0,0.6139217470427661
846,MTK00227,1.0,1.0,0.4444444444444444,0.38528586593873215
847,MTK00227,2.0,1.0,0.0,0.31284866697488056
848,MTK00227,3.0,1.0,0.16666666666666666,0.2832625619249823
849,MTK00227,4.0,1.0,0.1111111111111111,0.27217799009200283
850,MTK00227,5.0,1.0,0.125,0.29551486199575366
851,MTK00227,6.0,1.0,0.0,0.28550576281468
852,MTK00227,7.0,1.0,0.16666666666666666,0.3601203113941967
853,MTK00227,8.0,1.0,0.3333333333333333,0.42178116469517746
854,MTK00227,9.0,1.0,0.38888888888888884,0.6139217470427661
855,MTK00228,1.0,1.0,0.06666666666666667,0.38528586593873215
856,MTK00228,2.0,1.0,0.25,0.31284866697488056
857,MTK00228,3.0,1.0,0.16666666666666666,0.2832625619249823
858,MTK00228,4.0,1.0,0.1111111111111111,0.27217799009200283
859,MTK00228,5.0,1.0,0.0,0.29551486199575366
860,MTK00228,6.0,1.0,0.125,0.28550576281468
861,MTK00228,7.0,1.0,0.0,0.3601203113941967
862,MTK00228,8.0,1.0,0.0,0.42178116469517746
863,MTK00228,9.0,1.0,0.8888888888888888,0.6139217470427661
864,MTK00229,1.0,1.0,0.1111111111111111,0.38528586593873215
865,MTK00229,2.0,1.0,0.25,0.31284866697488056
866,MTK00229,3.0,1.0,0.6666666666666666,0.2832625619249823
867,MTK00229,4.0,1.0,0.27777777777777773,0.27217799009200283
868,MTK00229,5.0,1.0,0.0,0.29551486199575366
869,MTK00229,6.0,1.0,0.0,0.28550576281468
870,MTK00229,7.0,1.0,0.0,0.3601203113941967
871,MTK00229,8.0,1.0,0.0,0.42178116469517746
872,MTK00229,9.0,1.0,0.0,0.6139217470427661
873,MTK00230,1.0,1.0,0.5833333333333334,0.38528586593873215
874,MTK00230,2.0,1.0,1.0,0.31284866697488056
875,MTK00230,3.0,1.0,0.6944444444444445,0.2832625619249823
876,MTK00230,4.0,1.0,0.65,0.27217799009200283
877,MTK00230,5.0,1.0,0.6666666666666666,0.29551486199575366
878,MTK00230,6.0,1.0,0.5555555555555555,0.28550576281468
879,MTK00230,7.0,1.0,0.16666666666666666,0.3601203113941967
880,MTK00230,8.0,1.0,1.0,0.42178116469517746
