,subject,spos_bins,repeats,recalled,adj_rec
171,MTK00062,1.0,1.0,0.8888888888888888,0.38528586593873215
172,MTK00062,2.0,1.0,0.75,0.31284866697488056
173,MTK00062,3.0,1.0,0.9166666666666666,0.28326256192498234
174,MTK00062,4.0,1.0,0.6388888888888888,0.27217799009200283
175,MTK00062,5.0,1.0,0.5,0.29551486199575366
176,MTK00062,6.0,1.0,0.75,0.28550576281468
177,MTK00062,7.0,1.0,0.16666666666666666,0.3601203113941967
178,MTK00062,8.0,1.0,0.3055555555555555,0.42178116469517746
179,MTK00062,9.0,1.0,0.1111111111111111,0.6139217470427663
180,MTK00066,1.0,1.0,0.3958333333333333,0.38528586593873215
181,MTK00066,2.0,1.0,0.0,0.31284866697488056
182,MTK00066,3.0,1.0,0.4444444444444444,0.2832625619249823
183,MTK00066,4.0,1.0,0.2222222222222222,0.27217799009200283
184,MTK00066,5.0,1.0,0.16666666666666666,0.29551486199575366
185,MTK00066,6.0,1.0,0.25,0.28550576281468
186,MTK00066,7.0,1.0,0.6388888888888888,0.3601203113941967
187,MTK00066,8.0,1.0,0.25,0.42178116469517746
188,MTK00066,9.0,1.0,0.41666666666666663,0.6139217470427661
189,MTK00071,1.0,1.0,0.14583333333333331,0.38528586593873215
190,MTK00071,2.0,1.0,0.0,0.31284866697488056
191,MTK00071,3.0,1.0,0.0,0.2832625619249823
192,MTK00071,4.0,1.0,0.0,0.27217799009200283
193,MTK00071,5.0,1.0,0.1111111111111111,0.29551486199575366
194,MTK00071,6.0,1.0,0.16666666666666666,0.28550576281468
195,MTK00071,7.0,1.0,0.06666666666666667,0.3601203113941967
196,MTK00071,8.0,1.0,0.6666666666666666,0.42178116469517746
197,MTK00071,9.0,1.0,0.16666666666666666,0.6139217470427661
198,MTK00073,1.0,1.0,0.7083333333333334,0.38528586593873215
199,MTK00073,2.0,1.0,0.5,0.31284866697488056
200,MTK00073,3.0,1.0,1.0,0.2832625619249822
201,MTK00073,4.0,1.0,0.8888888888888888,0.27217799009200283
202,MTK00073,5.0,1.0,0.6,0.29551486199575366
203,MTK00073,6.0,1.0,1.0,0.28550576281468
204,MTK00073,7.0,1.0,1.0,0.36012031139419665
205,MTK00073,8.0,1.0,0.8333333333333334,0.42178116469517746
206,MTK00073,9.0,1.0,0.5,0.6139217470427661
207,MTK00075,1.0,1.0,0.41666666666666663,0.38528586593873215
208,MTK00075,2.0,1.0,0.125,0.31284866697488056
209,MTK00075,3.0,1.0,0.4166666666666667,0.2832625619249823
210,MTK00075,4.0,1.0,0.611111111111111,0.27217799009200283
211,MTK00075,5.0,1.0,0.0,0.29551486199575366
212,MTK00075,6.0,1.0,0.3333333333333333,0.28550576281468
213,MTK00075,7.0,1.0,0.0,0.3601203113941967
214,MTK00075,8.0,1.0,0.16666666666666666,0.42178116469517746
215,MTK00075,9.0,1.0,0.8,0.6139217470427661
216,MTK00076,1.0,1.0,0.0625,0.38528586593873215
217,MTK00076,2.0,1.0,0.0,0.31284866697488056
218,MTK00076,3.0,1.0,0.16666666666666666,0.2832625619249823
219,MTK00076,4.0,1.0,0.0,0.27217799009200283
220,MTK00076,5.0,1.0,0.25,0.29551486199575366
221,MTK00076,6.0,1.0,0.8333333333333333,0.28550576281468
222,MTK00076,7.0,1.0,0.35,0.3601203113941967
223,MTK00076,8.0,1.0,0.16666666666666666,0.42178116469517746
224,MTK00076,9.0,1.0,0.7222222222222222,0.6139217470427661
225,MTK00078,1.0,1.0,0.4583333333333333,0.38528586593873215
226,MTK00078,2.0,1.0,0.6666666666666666,0.31284866697488056
227,MTK00078,3.0,1.0,0.0,0.2832625619249823
228,MTK00078,4.0,1.0,0.25,0.27217799009200283
229,MTK00078,5.0,1.0,0.3333333333333333,0.29551486199575366
230,MTK00078,6.0,1.0,0.0,0.28550576281468
231,MTK00078,7.0,1.0,0.6666666666666666,0.3601203113941967
232,MTK00078,8.0,1.0,0.39999999999999997,0.42178116469517746
233,MTK00078,9.0,1.0,0.5555555555555555,0.6139217470427661
234,MTK00079,1.0,1.0,0.25,0.38528586593873215
235,MTK00079,2.0,1.0,0.0,0.31284866697488056
236,MTK00079,3.0,1.0,0.1111111111111111,0.2832625619249823
237,MTK00079,4.0,1.0,0.5833333333333334,0.27217799009200283
238,MTK00079,5.0,1.0,0.1,0.29551486199575366
239,MTK00079,6.0,1.0,0.3333333333333333,0.28550576281468
240,MTK00079,7.0,1.0,0.41666666666666663,0.3601203113941967
241,MTK00079,8.0,1.0,1.0,0.42178116469517746
242,MTK00079,9.0,1.0,1.0,0.6139217470427661
243,MTK00084,1.0,1.0,0.0,0.38528586593873215
244,MTK00084,2.0,1.0,0.39285714285714285,0.31284866697488056
245,MTK00084,3.0,1.0,0.5,0.2832625619249823
246,MTK00084,4.0,1.0,0.19999999999999998,0.27217799009200283
247,MTK00084,5.0,1.0,0.3333333333333333,0.29551486199575366
248,MTK00084,6.0,1.0,0.1111111111111111,0.28550576281468
249,MTK00084,7.0,1.0,0.25,0.3601203113941967
250,MTK00084,8.0,1.0,1.0,0.42178116469517746
251,MTK00084,9.0,1.0,1.0,0.6139217470427661
252,MTK00090,1.0,1.0,0.6666666666666666,0.38528586593873215
253,MTK00090,2.0,1.0,0.75,0.31284866697488056
254,MTK00090,3.0,1.0,0.5833333333333334,0.2832625619249823
255,MTK00090,4.0,1.0,0.26666666666666666,0.27217799009200283
256,MTK00090,5.0,1.0,0.2333333333333333,0.29551486199575366
257,MTK00090,6.0,1.0,0.0,0.28550576281468
258,MTK00090,7.0,1.0,0.0,0.3601203113941967
259,MTK00090,8.0,1.0,0.0,0.42178116469517746
260,MTK00090,9.0,1.0,0.16666666666666666,0.6139217470427661
261,MTK00097,1.0,1.0,0.125,0.38528586593873215
262,MTK00097,2.0,1.0,0.16666666666666666,0.31284866697488056
263,MTK00097,3.0,1.0,0.0,0.2832625619249823
264,MTK00097,4.0,1.0,0.0,0.27217799009200283
265,MTK00097,5.0,1.0,0.19444444444444442,0.29551486199575366
266,MTK00097,6.0,1.0,0.0,0.28550576281468
267,MTK00097,7.0,1.0,0.25,0.3601203113941967
268,MTK00097,8.0,1.0,0.16666666666666666,0.42178116469517746
269,MTK00097,9.0,1.0,0.75,0.6139217470427661
270,MTK00099,1.0,1.0,0.0,0.38528586593873215
271,MTK00099,2.0,1.0,0.0,0.31284866697488056
272,MTK00099,3.0,1.0,0.0,0.2832625619249823
273,MTK00099,4.0,1.0,0.0,0.27217799009200283
274,MTK00099,5.0,1.0,0.125,0.29551486199575366
275,MTK00099,6.0,1.0,0.2222222222222222,0.28550576281468
276,MTK00099,7.0,1.0,0.0,0.3601203113941967
277,MTK00099,8.0,1.0,0.16666666666666666,0.42178116469517746
278,MTK00099,9.0,1.0,0.8333333333333334,0.6139217470427661
279,MTK00104,1.0,1.0,0.5,0.38528586593873215
280,MTK00104,2.0,1.0,0.125,0.31284866697488056
281,MTK00104,3.0,1.0,0.5,0.2832625619249823
282,MTK00104,4.0,1.0,0.16666666666666666,0.27217799009200283
283,MTK00104,5.0,1.0,0.0,0.29551486199575366
284,MTK00104,6.0,1.0,0.38888888888888884,0.28550576281468
285,MTK00104,7.0,1.0,0.6666666666666666,0.3601203113941967
286,MTK00104,8.0,1.0,0.75,0.42178116469517746
287,MTK00104,9.0,1.0,1.0,0.6139217470427661
288,MTK00105,1.0,1.0,0.125,0.38528586593873215
289,MTK00105,2.0,1.0,0.0,0.31284866697488056
290,MTK00105,3.0,1.0,0.0,0.2832625619249823
291,MTK00105,4.0,1.0,0.6666666666666666,0.27217799009200283
292,MTK00105,5.0,1.0,0.0,0.29551486199575366
293,MTK00105,6.0,1.0,0.0,0.28550576281468
294,MTK00105,7.0,1.0,0.16666666666666666,0.3601203113941967
295,MTK00105,8.0,1.0,0.27777777777777773,0.42178116469517746
296,MTK00105,9.0,1.0,0.3333333333333333,0.6139217470427661
297,MTK00106,1.0,1.0,0.5,0.38528586593873215
298,MTK00106,2.0,1.0,0.0,0.31284866697488056
299,MTK00106,3.0,1.0,0.27777777777777773,0.2832625619249823
300,MTK00106,4.0,1.0,0.125,0.27217799009200283
301,MTK00106,5.0,1.0,0.0,0.29551486199575366
302,MTK00106,6.0,1.0,0.0,0.28550576281468
303,MTK00106,7.0,1.0,0.4,0.3601203113941967
304,MTK00106,8.0,1.0,0.6666666666666666,0.42178116469517746
305,MTK00106,9.0,1.0,1.0,0.6139217470427661
306,MTK00109,1.0,1.0,0.5625,0.38528586593873215
307,MTK00109,2.0,1.0,0.5,0.31284866697488056
308,MTK00109,3.0,1.0,0.1111111111111111,0.2832625619249823
309,MTK00109,4.0,1.0,0.06666666666666667,0.27217799009200283
310,MTK00109,5.0,1.0,0.3333333333333333,0.29551486199575366
311,MTK00109,6.0,1.0,0.5,0.28550576281468
312,MTK00109,7.0,1.0,0.3333333333333333,0.3601203113941967
313,MTK00109,8.0,1.0,0.5,0.42178116469517746
314,MTK00109,9.0,1.0,0.25,0.6139217470427661
315,MTK00121,1.0,1.0,0.16666666666666666,0.38528586593873215
316,MTK00121,2.0,1.0,0.25,0.31284866697488056
317,MTK00121,3.0,1.0,0.16666666666666666,0.2832625619249823
318,MTK00121,4.0,1.0,0.0,0.27217799009200283
319,MTK00121,5.0,1.0,0.5,0.29551486199575366
320,MTK00121,6.0,1.0,0.5777777777777778,0.28550576281468
321,MTK00121,7.0,1.0,0.5555555555555555,0.3601203113941967
322,MTK00121,8.0,1.0,0.4444444444444444,0.42178116469517746
323,MTK00121,9.0,1.0,0.16666666666666666,0.6139217470427661
324,MTK00125,1.0,1.0,0.47916666666666663,0.38528586593873215
325,MTK00125,2.0,1.0,0.16666666666666666,0.31284866697488056
326,MTK00125,3.0,1.0,0.0,0.2832625619249823
327,MTK00125,4.0,1.0,0.7777777777777777,0.27217799009200283
328,MTK00125,5.0,1.0,0.16666666666666666,0.29551486199575366
329,MTK00125,6.0,1.0,0.06666666666666667,0.28550576281468
330,MTK00125,7.0,1.0,1.0,0.36012031139419665
331,MTK00125,8.0,1.0,0.1111111111111111,0.42178116469517746
332,MTK00125,9.0,1.0,1.0,0.6139217470427661
333,MTK00128,1.0,1.0,0.1111111111111111,0.38528586593873215
334,MTK00128,2.0,1.0,0.0,0.31284866697488056
335,MTK00128,3.0,1.0,0.0,0.2832625619249823
336,MTK00128,4.0,1.0,0.08333333333333333,0.27217799009200283
337,MTK00128,5.0,1.0,0.0,0.29551486199575366
338,MTK00128,6.0,1.0,0.0,0.28550576281468
339,MTK00128,7.0,1.0,0.0,0.3601203113941967
340,MTK00128,8.0,1.0,0.06666666666666667,0.42178116469517746
341,MTK00128,9.0,1.0,0.8888888888888888,0.6139217470427661
342,MTK00131,1.0,1.0,0.38888888888888884,0.38528586593873215
343,MTK00131,2.0,1.0,0.0,0.31284866697488056
344,MTK00131,3.0,1.0,0.0,0.2832625619249823
345,MTK00131,4.0,1.0,0.1111111111111111,0.27217799009200283
346,MTK00131,5.0,1.0,0.25,0.29551486199575366
347,MTK00131,6.0,1.0,0.0,0.28550576281468
348,MTK00131,7.0,1.0,0.6666666666666666,0.3601203113941967
349,MTK00131,8.0,1.0,0.125,0.42178116469517746
350,MTK00131,9.0,1.0,0.25,0.6139217470427661
351,MTK00133,1.0,1.0,0.5916666666666667,0.38528586593873215
352,MTK00133,2.0,1.0,0.5,0.31284866697488056
353,MTK00133,3.0,1.0,0.3277777777777778,0.2832625619249823
354,MTK00133,4.0,1.0,0.6666666666666666,0.27217799009200283
355,MTK00133,5.0,1.0,0.0,0.29551486199575366
356,MTK00133,6.0,1.0,0.16666666666666666,0.28550576281468
357,MTK00133,7.0,1.0,0.08333333333333333,0.3601203113941967
358,MTK00133,8.0,1.0,0.0,0.42178116469517746
359,MTK00133,9.0,1.0,0.16666666666666666,0.6139217470427661
360,MTK00137,1.0,1.0,0.95,0.38528586593873215
361,MTK00137,2.0,1.0,1.0,0.31284866697488056
362,MTK00137,3.0,1.0,0.8666666666666667,0.2832625619249822
363,MTK00137,4.0,1.0,0.8888888888888888,0.27217799009200283
364,MTK00137,5.0,1.0,0.5,0.29551486199575366
365,MTK00137,6.0,1.0,0.6666666666666666,0.28550576281468
366,MTK00137,7.0,1.0,1.0,0.36012031139419665
367,MTK00137,8.0,1.0,0.8888888888888888,0.42178116469517746
368,MTK00137,9.0,1.0,0.625,0.6139217470427661
369,MTK00138,1.0,1.0,0.16666666666666666,0.38528586593873215
370,MTK00138,2.0,1.0,0.0,0.31284866697488056
371,MTK00138,3.0,1.0,0.16666666666666666,0.2832625619249823
372,MTK00138,4.0,1.0,0.1111111111111111,0.27217799009200283
373,MTK00138,5.0,1.0,0.4444444444444444,0.29551486199575366
374,MTK00138,6.0,1.0,0.16666666666666666,0.28550576281468
375,MTK00138,7.0,1.0,0.4444444444444444,0.3601203113941967
376,MTK00138,8.0,1.0,0.8333333333333334,0.42178116469517746
377,MTK00138,9.0,1.0,0.8055555555555555,0.6139217470427661
378,MTK00143,1.0,1.0,0.375,0.38528586593873215
379,MTK00143,2.0,1.0,0.5,0.31284866697488056
380,MTK00143,3.0,1.0,0.0,0.2832625619249823
381,MTK00143,4.0,1.0,0.6666666666666666,0.27217799009200283
382,MTK00143,5.0,1.0,0.0,0.29551486199575366
383,MTK00143,6.0,1.0,0.1111111111111111,0.28550576281468
384,MTK00143,7.0,1.0,0.1111111111111111,0.3601203113941967
385,MTK00143,8.0,1.0,0.3333333333333333,0.42178116469517746
386,MTK00143,9.0,1.0,0.8333333333333334,0.6139217470427661
387,MTK00147,1.0,1.0,0.0,0.38528586593873215
388,MTK00147,2.0,1.0,0.125,0.31284866697488056
389,MTK00147,3.0,1.0,0.16666666666666666,0.2832625619249823
390,MTK00147,4.0,1.0,0.0,0.27217799009200283
391,MTK00147,5.0,1.0,0.0,0.29551486199575366
392,MTK00147,6.0,1.0,0.0,0.28550576281468
393,MTK00147,7.0,1.0,0.0,0.3601203113941967
394,MTK00147,8.0,1.0,0.0,0.42178116469517746
395,MTK00147,9.0,1.0,0.5555555555555555,0.6139217470427661
396,MTK00148,1.0,1.0,0.0,0.38528586593873215
397,MTK00148,2.0,1.0,0.0,0.31284866697488056
398,MTK00148,3.0,1.0,0.0,0.2832625619249823
399,MTK00148,4.0,1.0,0.06666666666666667,0.27217799009200283
400,MTK00148,5.0,1.0,0.5,0.29551486199575366
401,MTK00148,6.0,1.0,0.1111111111111111,0.28550576281468
402,MTK00148,7.0,1.0,0.0,0.3601203113941967
403,MTK00148,8.0,1.0,0.0,0.42178116469517746
404,MTK00148,9.0,1.0,0.9166666666666666,0.6139217470427661
405,MTK00150,1.0,1.0,0.5833333333333333,0.38528586593873215
406,MTK00150,2.0,1.0,0.25,0.31284866697488056
407,MTK00150,3.0,1.0,0.0,0.2832625619249823
408,MTK00150,4.0,1.0,0.0,0.27217799009200283
409,MTK00150,5.0,1.0,0.0,0.29551486199575366
410,MTK00150,6.0,1.0,0.3333333333333333,0.28550576281468
411,MTK00150,7.0,1.0,0.125,0.3601203113941967
412,MTK00150,8.0,1.0,0.0,0.42178116469517746
413,MTK00150,9.0,1.0,0.3333333333333333,0.6139217470427661
414,MTK00155,1.0,1.0,0.375,0.38528586593873215
415,MTK00155,2.0,1.0,0.0,0.31284866697488056
416,MTK00155,3.0,1.0,0.13333333333333333,0.2832625619249823
417,MTK00155,4.0,1.0,0.5,0.27217799009200283
418,MTK00155,5.0,1.0,0.27777777777777773,0.29551486199575366
419,MTK00155,6.0,1.0,0.5555555555555555,0.28550576281468
420,MTK00155,7.0,1.0,0.47222222222222215,0.3601203113941967
421,MTK00155,8.0,1.0,0.3333333333333333,0.42178116469517746
422,MTK00155,9.0,1.0,0.8888888888888888,0.6139217470427661
423,MTK00156,1.0,1.0,0.375,0.38528586593873215
424,MTK00156,2.0,1.0,0.25,0.31284866697488056
425,MTK00156,3.0,1.0,0.3611111111111111,0.2832625619249823
426,MTK00156,4.0,1.0,0.25,0.27217799009200283
427,MTK00156,5.0,1.0,0.27777777777777773,0.29551486199575366
428,MTK00156,6.0,1.0,0.13333333333333333,0.28550576281468
429,MTK00156,7.0,1.0,0.5,0.3601203113941967
430,MTK00156,8.0,1.0,0.4444444444444444,0.42178116469517746
431,MTK00156,9.0,1.0,0.8333333333333334,0.6139217470427661
432,MTK00158,1.0,1.0,0.725,0.38528586593873215
433,MTK00158,2.0,1.0,0.5,0.31284866697488056
434,MTK00158,3.0,1.0,0.0,0.2832625619249823
435,MTK00158,4.0,1.0,0.08333333333333333,0.27217799009200283
436,MTK00158,5.0,1.0,0.611111111111111,0.29551486199575366
437,MTK00158,6.0,1.0,0.3333333333333333,0.28550576281468
438,MTK00158,7.0,1.0,0.3333333333333333,0.3601203113941967
439,MTK00158,8.0,1.0,0.5,0.42178116469517746
