,index,lag,prob
1060,24,-2,0.1232876712328767
1061,25,-1,0.2222222222222222
1062,26,0,
1063,27,1,0.37349397590361444
1064,28,2,0.18072289156626506
1065,29,3,0.04477611940298507
1066,30,4,0.031746031746031744
1067,31,5,0.023255813953488372
1068,32,6,0.06896551724137931
1069,33,7,0.0
1070,34,8,0.0
1071,18,-8,0.0
1072,19,-7,0.0
1073,20,-6,0.0
1074,21,-5,0.0
1075,22,-4,0.058823529411764705
1076,23,-3,0.09375
1077,24,-2,0.1276595744680851
1078,25,-1,0.19607843137254902
1079,26,0,
1080,27,1,0.4897959183673469
1081,28,2,0.061224489795918366
1082,29,3,0.047619047619047616
1083,30,4,0.05714285714285714
1084,31,5,0.0
1085,32,6,0.0
1086,33,7,0.0
1087,34,8,0.0
1088,18,-8,0.0
1089,19,-7,0.04
1090,20,-6,0.0
1091,21,-5,0.0
1092,22,-4,0.07317073170731707
1093,23,-3,0.09090909090909091
1094,24,-2,0.15151515151515152
1095,25,-1,0.34615384615384615
1096,26,0,
1097,27,1,0.3698630136986301
1098,28,2,0.09210526315789473
1099,29,3,0.08571428571428572
1100,30,4,0.041666666666666664
1101,31,5,0.02702702702702703
1102,32,6,0.0
1103,33,7,0.0
1104,34,8,0.0
1105,18,-8,0.0
1106,19,-7,0.08333333333333333
1107,20,-6,0.05263157894736842
1108,21,-5,0.09523809523809523
1109,22,-4,0.034482758620689655
1110,23,-3,0.05
1111,24,-2,0.1276595744680851
1112,25,-1,0.2708333333333333
1113,26,0,
1114,27,1,0.26
1115,28,2,0.14893617021276595
1116,29,3,0.06521739130434782
1117,30,4,0.02857142857142857
1118,31,5,0.0
1119,32,6,0.0
1120,33,7,0.1111111111111111
1121,34,8,0.0
1122,18,-8,0.0
1123,19,-7,0.11764705882352941
1124,20,-6,0.0
1125,21,-5,0.06451612903225806
1126,22,-4,0.08333333333333333
1127,23,-3,0.0
1128,24,-2,0.16129032258064516
1129,25,-1,0.45714285714285713
1130,26,0,
1131,27,1,0.2727272727272727
1132,28,2,0.08955223880597014
1133,29,3,0.06896551724137931
1134,30,4,0.0
1135,31,5,0.0
1136,32,6,0.0
1137,33,7,0.0
1138,34,8,0.08333333333333333
1139,18,-8,0.0
1140,19,-7,0.0
1141,20,-6,0.0
1142,21,-5,0.05263157894736842
1143,22,-4,0.10526315789473684
1144,23,-3,0.14736842105263157
1145,24,-2,0.15625
1146,25,-1,0.22857142857142856
1147,26,0,
1148,27,1,0.3333333333333333
1149,28,2,0.15555555555555556
1150,29,3,0.13414634146341464
1151,30,4,0.01694915254237288
1152,31,5,0.022222222222222223
1153,32,6,0.08333333333333333
1154,33,7,0.0
1155,34,8,0.0
1156,18,-8,0.0
1157,19,-7,0.0
1158,20,-6,0.0
1159,21,-5,0.0
1160,22,-4,0.04878048780487805
1161,23,-3,0.08
1162,24,-2,0.1
1163,25,-1,0.28125
1164,26,0,
1165,27,1,0.2459016393442623
1166,28,2,0.1694915254237288
1167,29,3,0.09090909090909091
1168,30,4,0.02127659574468085
1169,31,5,0.03225806451612903
1170,32,6,0.0
1171,33,7,0.05263157894736842
1172,34,8,0.06666666666666667
1173,18,-8,0.0
1174,19,-7,0.0
1175,20,-6,0.0
1176,21,-5,0.0
1177,22,-4,0.05
1178,23,-3,0.02127659574468085
1179,24,-2,0.18181818181818182
1180,25,-1,0.265625
1181,26,0,
1182,27,1,0.36923076923076925
1183,28,2,0.13333333333333333
1184,29,3,0.07017543859649122
1185,30,4,0.023255813953488372
1186,31,5,0.029411764705882353
1187,32,6,0.0
1188,33,7,0.0625
1189,34,8,0.0
1190,18,-8,0.0
1191,19,-7,0.058823529411764705
1192,20,-6,0.0
1193,21,-5,0.0851063829787234
1194,22,-4,0.1
1195,23,-3,0.10843373493975904
1196,24,-2,0.15841584158415842
1197,25,-1,0.2962962962962963
1198,26,0,
1199,27,1,0.17647058823529413
1200,28,2,0.24175824175824176
1201,29,3,0.11578947368421053
1202,30,4,0.12121212121212122
1203,31,5,0.022222222222222223
1204,32,6,0.0
1205,33,7,0.08823529411764706
1206,34,8,0.05
1207,18,-8,0.0
1208,19,-7,0.0
1209,20,-6,0.038461538461538464
1210,21,-5,0.05
1211,22,-4,0.06521739130434782
1212,23,-3,0.08064516129032258
1213,24,-2,0.07246376811594203
1214,25,-1,0.15492957746478872
1215,26,0,
1216,27,1,0.34210526315789475
1217,28,2,0.24324324324324326
1218,29,3,0.07352941176470588
1219,30,4,0.0784313725490196
1220,31,5,0.0
1221,32,6,0.0
1222,33,7,0.09523809523809523
1223,34,8,0.11764705882352941
1224,18,-8,0.0
1225,19,-7,0.0
1226,20,-6,0.03225806451612903
1227,21,-5,0.022222222222222223
1228,22,-4,0.057971014492753624
1229,23,-3,0.16455696202531644
1230,24,-2,0.11702127659574468
1231,25,-1,0.3229166666666667
1232,26,0,
1233,27,1,0.31958762886597936
1234,28,2,0.12195121951219512
1235,29,3,0.13043478260869565
1236,30,4,0.021739130434782608
1237,31,5,0.05405405405405406
1238,32,6,0.0
1239,33,7,0.0
1240,34,8,0.0
1241,18,-8,0.0
1242,19,-7,0.02631578947368421
1243,20,-6,0.0
1244,21,-5,0.0
1245,22,-4,0.0847457627118644
1246,23,-3,0.0625
1247,24,-2,0.08247422680412371
1248,25,-1,0.26262626262626265
1249,26,0,
1250,27,1,0.5871559633027523
1251,28,2,0.12727272727272726
1252,29,3,0.08737864077669903
1253,30,4,0.06329113924050633
1254,31,5,0.03125
1255,32,6,0.02702702702702703
1256,33,7,0.041666666666666664
1257,34,8,0.047619047619047616
1258,18,-8,0.0
1259,19,-7,0.08333333333333333
1260,20,-6,0.0
1261,21,-5,0.06666666666666667
1262,22,-4,0.045454545454545456
1263,23,-3,0.08928571428571429
1264,24,-2,0.2222222222222222
1265,25,-1,0.10526315789473684
1266,26,0,
1267,27,1,0.43103448275862066
1268,28,2,0.1
1269,29,3,0.07142857142857142
1270,30,4,0.10256410256410256
1271,31,5,0.0
1272,32,6,0.0
1273,33,7,0.0
1274,34,8,0.0
1275,18,-8,0.25
1276,19,-7,0.0
1277,20,-6,0.0
1278,21,-5,0.16666666666666666
1279,22,-4,0.07142857142857142
1280,23,-3,0.047619047619047616
1281,24,-2,0.08333333333333333
1282,25,-1,0.037037037037037035
1283,26,0,
1284,27,1,0.25925925925925924
1285,28,2,0.391304347826087
1286,29,3,0.043478260869565216
1287,30,4,0.07142857142857142
1288,31,5,0.0
1289,32,6,0.0
1290,33,7,0.14285714285714285
1291,34,8,0.0
1292,18,-8,0.0
1293,19,-7,0.0
1294,20,-6,0.0
1295,21,-5,0.0
1296,22,-4,0.046511627906976744
1297,23,-3,0.05263157894736842
1298,24,-2,0.15
1299,25,-1,0.3058823529411765
1300,26,0,
1301,27,1,0.39325842696629215
1302,28,2,0.13253012048192772
1303,29,3,0.06666666666666667
1304,30,4,0.031746031746031744
1305,31,5,0.043478260869565216
1306,32,6,0.0
1307,33,7,0.043478260869565216
1308,34,8,0.0
1309,18,-8,0.0
1310,19,-7,0.0
1311,20,-6,0.038461538461538464
1312,21,-5,0.0
1313,22,-4,0.047619047619047616
1314,23,-3,0.0
1315,24,-2,0.16666666666666666
1316,25,-1,0.21428571428571427
1317,26,0,
1318,27,1,0.38461538461538464
1319,28,2,0.1643835616438356
1320,29,3,0.09090909090909091
1321,30,4,0.04
1322,31,5,0.025
1323,32,6,0.0
1324,33,7,0.0
1325,34,8,0.0
1326,18,-8,0.06666666666666667
1327,19,-7,0.0
1328,20,-6,0.037037037037037035
1329,21,-5,0.0
1330,22,-4,0.0
1331,23,-3,0.08571428571428572
1332,24,-2,0.1744186046511628
1333,25,-1,0.3111111111111111
1334,26,0,
1335,27,1,0.3548387096774194
1336,28,2,0.1282051282051282
1337,29,3,0.13636363636363635
1338,30,4,0.031746031746031744
1339,31,5,0.0196078431372549
1340,32,6,0.0
1341,33,7,0.13333333333333333
1342,34,8,0.0
1343,18,-8,0.13636363636363635
1344,19,-7,0.0
1345,20,-6,0.02631578947368421
1346,21,-5,0.03773584905660377
1347,22,-4,0.05454545454545454
1348,23,-3,0.058823529411764705
1349,24,-2,0.13333333333333333
1350,25,-1,0.2708333333333333
1351,26,0,
1352,27,1,0.42045454545454547
1353,28,2,0.12643678160919541
1354,29,3,0.12987012987012986
1355,30,4,0.01818181818181818
1356,31,5,0.027777777777777776
1357,32,6,0.0
1358,33,7,0.0625
1359,34,8,0.0
1360,18,-8,0.0
1361,19,-7,0.0
1362,20,-6,0.0
1363,21,-5,0.047619047619047616
1364,22,-4,0.025
1365,23,-3,0.09302325581395349
1366,24,-2,0.07547169811320754
1367,25,-1,0.14285714285714285
1368,26,0,
1369,27,1,0.3220338983050847
1370,28,2,0.2
1371,29,3,0.13953488372093023
1372,30,4,0.05405405405405406
1373,31,5,0.0
1374,32,6,0.07692307692307693
1375,33,7,0.1111111111111111
1376,34,8,0.2
1377,18,-8,0.0
1378,19,-7,0.0
1379,20,-6,0.0
1380,21,-5,0.061224489795918366
1381,22,-4,0.0
1382,23,-3,0.14285714285714285
1383,24,-2,0.21686746987951808
1384,25,-1,0.19101123595505617
1385,26,0,
1386,27,1,0.3780487804878049
1387,28,2,0.17333333333333334
1388,29,3,0.07017543859649122
1389,30,4,0.05357142857142857
1390,31,5,0.02857142857142857
1391,32,6,0.0
1392,33,7,0.0
1393,34,8,0.0
1394,18,-8,0.0
1395,19,-7,0.0
1396,20,-6,0.0
1397,21,-5,0.038461538461538464
1398,22,-4,0.029850746268656716
1399,23,-3,0.10989010989010989
1400,24,-2,0.16666666666666666
1401,25,-1,0.27358490566037735
1402,26,0,
1403,27,1,0.3211009174311927
1404,28,2,0.18269230769230768
1405,29,3,0.16279069767441862
1406,30,4,0.0641025641025641
1407,31,5,0.0196078431372549
1408,32,6,0.021739130434782608
1409,33,7,0.0
1410,34,8,0.0
1411,18,-8,0.0
1412,19,-7,0.0
1413,20,-6,0.1
1414,21,-5,0.03571428571428571
1415,22,-4,0.08571428571428572
1416,23,-3,0.10869565217391304
1417,24,-2,0.12
1418,25,-1,0.2037037037037037
1419,26,0,
1420,27,1,0.4074074074074074
1421,28,2,0.14035087719298245
1422,29,3,0.03773584905660377
1423,30,4,0.0
1424,31,5,0.0
1425,32,6,0.0
1426,33,7,0.09090909090909091
1427,34,8,0.0
1428,18,-8,0.0
1429,19,-7,0.08333333333333333
1430,20,-6,0.0
1431,21,-5,0.08333333333333333
1432,22,-4,0.057692307692307696
1433,23,-3,0.0945945945945946
1434,24,-2,0.1686746987951807
1435,25,-1,0.27058823529411763
1436,26,0,
1437,27,1,0.3522727272727273
1438,28,2,0.17073170731707318
1439,29,3,0.07894736842105263
1440,30,4,0.06557377049180328
1441,31,5,0.11538461538461539
1442,32,6,0.0
1443,33,7,0.0
1444,34,8,0.0
1445,18,-8,0.0
1446,19,-7,0.0625
1447,20,-6,0.0
1448,21,-5,0.038461538461538464
1449,22,-4,0.0
1450,23,-3,0.12244897959183673
1451,24,-2,0.16981132075471697
1452,25,-1,0.2857142857142857
1453,26,0,
1454,27,1,0.4727272727272727
1455,28,2,0.06896551724137931
1456,29,3,0.0
1457,30,4,0.05555555555555555
1458,31,5,0.0
1459,32,6,0.0
1460,33,7,0.0
1461,34,8,0.0
1462,18,-8,0.0
1463,19,-7,0.0
1464,20,-6,0.0
1465,21,-5,0.058823529411764705
1466,22,-4,0.05660377358490566
1467,23,-3,0.04225352112676056
1468,24,-2,0.16091954022988506
1469,25,-1,0.14772727272727273
1470,26,0,
1471,27,1,0.3626373626373626
1472,28,2,0.15294117647058825
1473,29,3,0.04054054054054054
1474,30,4,0.09230769230769231
1475,31,5,0.04081632653061224
1476,32,6,0.02702702702702703
1477,33,7,0.0
1478,34,8,0.05263157894736842
1479,18,-8,0.0
1480,19,-7,0.041666666666666664
1481,20,-6,0.0
1482,21,-5,0.021739130434782608
1483,22,-4,0.06896551724137931
1484,23,-3,0.07575757575757576
1485,24,-2,0.14102564102564102
1486,25,-1,0.24358974358974358
1487,26,0,
1488,27,1,0.3375
1489,28,2,0.1232876712328767
1490,29,3,0.05970149253731343
1491,30,4,0.06779661016949153
1492,31,5,0.0
1493,32,6,0.0
1494,33,7,0.0
1495,34,8,0.0
1496,18,-8,0.0
1497,19,-7,0.0
1498,20,-6,0.045454545454545456
1499,21,-5,0.13793103448275862
1500,22,-4,0.04081632653061224
1501,23,-3,0.08928571428571429
1502,24,-2,0.14925373134328357
1503,25,-1,0.2054794520547945
1504,26,0,
1505,27,1,0.3472222222222222
1506,28,2,0.18571428571428572
1507,29,3,0.03636363636363636
1508,30,4,0.05555555555555555
1509,31,5,0.0
1510,32,6,0.047619047619047616
1511,33,7,0.0625
1512,34,8,0.14285714285714285
1513,18,-8,0.0
1514,19,-7,0.0
1515,20,-6,0.0
1516,21,-5,0.0
1517,22,-4,0.029411764705882353
1518,23,-3,0.02702702702702703
1519,24,-2,0.1875
1520,25,-1,0.1875
1521,26,0,
1522,27,1,0.32653061224489793
1523,28,2,0.12
1524,29,3,0.075
1525,30,4,0.07142857142857142
1526,31,5,0.0
1527,32,6,0.1111111111111111
1528,33,7,0.0
1529,34,8,0.0
1530,18,-8,0.0
1531,19,-7,0.0
1532,20,-6,0.0
1533,21,-5,0.0
1534,22,-4,0.05
1535,23,-3,0.02127659574468085
1536,24,-2,0.18181818181818182
1537,25,-1,0.265625
1538,26,0,
1539,27,1,0.36923076923076925
1540,28,2,0.13333333333333333
1541,29,3,0.07017543859649122
1542,30,4,0.023255813953488372
1543,31,5,0.029411764705882353
1544,32,6,0.0
1545,33,7,0.0625
1546,34,8,0.0
1547,18,-8,0.0
1548,19,-7,0.0
1549,20,-6,0.022222222222222223
1550,21,-5,0.03773584905660377
1551,22,-4,0.028169014084507043
1552,23,-3,0.11494252873563218
1553,24,-2,0.15306122448979592
1554,25,-1,0.36607142857142855
1555,26,0,
1556,27,1,0.3247863247863248
1557,28,2,0.10526315789473684
1558,29,3,0.058823529411764705
1559,30,4,0.0125
1560,31,5,0.07407407407407407
1561,32,6,0.030303030303030304
1562,33,7,0.0
1563,34,8,0.08695652173913043
1564,18,-8,0.0
1565,19,-7,0.0
1566,20,-6,0.025
1567,21,-5,0.11764705882352941
1568,22,-4,0.05084745762711865
1569,23,-3,0.0625
1570,24,-2,0.0967741935483871
1571,25,-1,0.3119266055045872
1572,26,0,
1573,27,1,0.35714285714285715
1574,28,2,0.18
1575,29,3,0.125
1576,30,4,0.045454545454545456
1577,31,5,0.0
1578,32,6,0.0
1579,33,7,0.0
1580,34,8,0.125
1581,18,-8,0.0
1582,19,-7,0.0
1583,20,-6,0.047619047619047616
1584,21,-5,0.07142857142857142
1585,22,-4,0.0
1586,23,-3,0.0
1587,24,-2,0.1
1588,25,-1,0.18421052631578946
1589,26,0,
1590,27,1,0.6153846153846154
1591,28,2,0.1044776119402985
1592,29,3,0.05
1593,30,4,0.020833333333333332
1594,31,5,0.03225806451612903
1595,32,6,0.043478260869565216
1596,33,7,0.0
1597,34,8,0.0
1598,18,-8,0.0
1599,19,-7,0.0
1600,20,-6,0.0
1601,21,-5,0.0
1602,22,-4,0.06382978723404255
1603,23,-3,0.05263157894736842
1604,24,-2,0.13333333333333333
1605,25,-1,0.13432835820895522
1606,26,0,
1607,27,1,0.42424242424242425
1608,28,2,0.22388059701492538
1609,29,3,0.09090909090909091
1610,30,4,0.0
1611,31,5,0.058823529411764705
1612,32,6,0.0
1613,33,7,0.0
1614,34,8,0.0
1615,18,-8,0.0
1616,19,-7,0.0625
1617,20,-6,0.0
1618,21,-5,0.04
1619,22,-4,0.038461538461538464
1620,23,-3,0.05128205128205128
1621,24,-2,0.08333333333333333
1622,25,-1,0.11764705882352941
1623,26,0,
1624,27,1,0.49019607843137253
1625,28,2,0.14285714285714285
1626,29,3,0.02702702702702703
1627,30,4,0.11538461538461539
1628,31,5,0.0
1629,32,6,0.0
1630,33,7,0.08333333333333333
1631,34,8,0.0
1632,18,-8,0.0
1633,19,-7,0.0
1634,20,-6,0.0
1635,21,-5,0.0
1636,22,-4,0.0
1637,23,-3,0.024390243902439025
1638,24,-2,0.06521739130434782
1639,25,-1,0.09615384615384616
1640,26,0,
1641,27,1,0.41818181818181815
1642,28,2,0.2692307692307692
1643,29,3,0.1
1644,30,4,0.09090909090909091
1645,31,5,0.0
1646,32,6,0.0
1647,33,7,0.0
1648,34,8,0.0
1649,18,-8,0.1111111111111111
1650,19,-7,0.034482758620689655
1651,20,-6,0.06060606060606061
1652,21,-5,0.0
1653,22,-4,0.058823529411764705
1654,23,-3,0.0410958904109589
1655,24,-2,0.11392405063291139
1656,25,-1,0.2
1657,26,0,
1658,27,1,0.45161290322580644
1659,28,2,0.2777777777777778
1660,29,3,0.06666666666666667
1661,30,4,0.06349206349206349
1662,31,5,0.047619047619047616
1663,32,6,0.0
1664,33,7,0.0
1665,34,8,0.08333333333333333
1666,18,-8,0.038461538461538464
1667,19,-7,0.03571428571428571
1668,20,-6,0.13333333333333333
1669,21,-5,0.0
1670,22,-4,0.07272727272727272
1671,23,-3,0.07042253521126761
1672,24,-2,0.125
1673,25,-1,0.3488372093023256
1674,26,0,
1675,27,1,0.3116883116883117
1676,28,2,0.0975609756097561
1677,29,3,0.04838709677419355
1678,30,4,0.09433962264150944
1679,31,5,0.09302325581395349
1680,32,6,0.12
1681,33,7,0.058823529411764705
1682,34,8,0.0
1683,18,-8,0.08333333333333333
1684,19,-7,0.047619047619047616
1685,20,-6,0.0
1686,21,-5,0.023255813953488372
1687,22,-4,0.0425531914893617
1688,23,-3,0.08955223880597014
1689,24,-2,0.15294117647058825
1690,25,-1,0.1590909090909091
1691,26,0,
1692,27,1,0.34065934065934067
1693,28,2,0.1839080459770115
1694,29,3,0.05128205128205128
1695,30,4,0.13043478260869565
1696,31,5,0.045454545454545456
1697,32,6,0.038461538461538464
1698,33,7,0.07142857142857142
1699,34,8,0.07692307692307693
1700,18,-8,0.0
1701,19,-7,0.0
1702,20,-6,0.05405405405405406
1703,21,-5,0.022727272727272728
1704,22,-4,0.03389830508474576
1705,23,-3,0.07352941176470588
1706,24,-2,0.15555555555555556
1707,25,-1,0.20618556701030927
1708,26,0,
1709,27,1,0.36666666666666664
1710,28,2,0.16091954022988506
1711,29,3,0.08
1712,30,4,0.045454545454545456
1713,31,5,0.04
1714,32,6,0.05128205128205128
1715,33,7,0.0
1716,34,8,0.0
1717,18,-8,0.0
1718,19,-7,0.0
1719,20,-6,0.0
1720,21,-5,0.09523809523809523
1721,22,-4,0.0
1722,23,-3,0.03125
1723,24,-2,0.11428571428571428
1724,25,-1,0.047619047619047616
1725,26,0,
1726,27,1,0.5
1727,28,2,0.26666666666666666
1728,29,3,0.1388888888888889
1729,30,4,0.038461538461538464
1730,31,5,0.0
1731,32,6,0.0
1732,33,7,0.0
1733,34,8,0.0
1734,18,-8,0.0
1735,19,-7,0.0
1736,20,-6,0.045454545454545456
1737,21,-5,0.13793103448275862
1738,22,-4,0.04081632653061224
1739,23,-3,0.08928571428571429
1740,24,-2,0.14925373134328357
1741,25,-1,0.2054794520547945
1742,26,0,
1743,27,1,0.3472222222222222
1744,28,2,0.18571428571428572
1745,29,3,0.03636363636363636
1746,30,4,0.05555555555555555
1747,31,5,0.0
1748,32,6,0.047619047619047616
1749,33,7,0.0625
1750,34,8,0.14285714285714285
1751,18,-8,0.0
1752,19,-7,0.0
1753,20,-6,0.1111111111111111
1754,21,-5,0.03225806451612903
1755,22,-4,0.027777777777777776
1756,23,-3,0.11538461538461539
1757,24,-2,0.14516129032258066
1758,25,-1,0.16417910447761194
1759,26,0,
1760,27,1,0.234375
1761,28,2,0.18032786885245902
1762,29,3,0.1111111111111111
1763,30,4,0.0425531914893617
1764,31,5,0.05714285714285714
1765,32,6,0.0
1766,33,7,0.0
1767,34,8,0.08333333333333333
1768,18,-8,0.038461538461538464
1769,19,-7,0.0
1770,20,-6,0.023255813953488372
1771,21,-5,0.03571428571428571
1772,22,-4,0.047619047619047616
1773,23,-3,0.09333333333333334
1774,24,-2,0.15463917525773196
1775,25,-1,0.2072072072072072
1776,26,0,
1777,27,1,0.4594594594594595
1778,28,2,0.12745098039215685
1779,29,3,0.11235955056179775
1780,30,4,0.06349206349206349
1781,31,5,0.07017543859649122
1782,32,6,0.06666666666666667
1783,33,7,0.06896551724137931
1784,34,8,0.0
1785,18,-8,0.0
1786,19,-7,0.0
1787,20,-6,0.038461538461538464
1788,21,-5,0.0
1789,22,-4,0.0
1790,23,-3,0.020833333333333332
1791,24,-2,0.06779661016949153
1792,25,-1,0.05454545454545454
1793,26,0,
1794,27,1,0.8305084745762712
1795,28,2,0.10526315789473684
1796,29,3,0.020833333333333332
1797,30,4,0.0
1798,31,5,0.0
1799,32,6,0.0
1800,33,7,0.0
1801,34,8,0.0
1802,18,-8,0.05405405405405406
1803,19,-7,0.08823529411764706
1804,20,-6,0.025
1805,21,-5,0.018518518518518517
1806,22,-4,0.016129032258064516
1807,23,-3,0.07368421052631578
1808,24,-2,0.1188118811881188
1809,25,-1,0.32710280373831774
1810,26,0,
1811,27,1,0.3793103448275862
1812,28,2,0.22018348623853212
1813,29,3,0.125
1814,30,4,0.09230769230769231
1815,31,5,0.0847457627118644
1816,32,6,0.030303030303030304
1817,33,7,0.09090909090909091
1818,34,8,0.0
1819,18,-8,0.0
1820,19,-7,0.0
1821,20,-6,0.0
1822,21,-5,0.0
1823,22,-4,0.030303030303030304
1824,23,-3,0.0
1825,24,-2,0.0392156862745098
1826,25,-1,0.018867924528301886
1827,26,0,
1828,27,1,0.7966101694915254
1829,28,2,0.09090909090909091
1830,29,3,0.01818181818181818
1831,30,4,0.0
1832,31,5,0.0
1833,32,6,0.08333333333333333
1834,33,7,0.0
1835,34,8,0.0
1836,18,-8,0.047619047619047616
1837,19,-7,0.045454545454545456
1838,20,-6,0.03125
1839,21,-5,0.0
1840,22,-4,0.06557377049180328
1841,23,-3,0.09090909090909091
1842,24,-2,0.04878048780487805
1843,25,-1,0.2222222222222222
1844,26,0,
1845,27,1,0.37894736842105264
1846,28,2,0.21176470588235294
1847,29,3,0.1038961038961039
1848,30,4,0.03333333333333333
1849,31,5,0.04878048780487805
1850,32,6,0.03125
1851,33,7,0.05263157894736842
1852,34,8,0.0
1853,18,-8,0.0
1854,19,-7,0.06451612903225806
1855,20,-6,0.0
1856,21,-5,0.05
1857,22,-4,0.07462686567164178
1858,23,-3,0.08333333333333333
1859,24,-2,0.20202020202020202
1860,25,-1,0.27358490566037735
1861,26,0,
1862,27,1,0.3119266055045872
1863,28,2,0.09473684210526316
1864,29,3,0.09876543209876543
1865,30,4,0.041666666666666664
1866,31,5,0.0
1867,32,6,0.08823529411764706
1868,33,7,0.05
1869,34,8,0.16666666666666666
1870,18,-8,0.0
1871,19,-7,0.0
1872,20,-6,0.0
1873,21,-5,0.041666666666666664
1874,22,-4,0.0
1875,23,-3,0.07142857142857142
1876,24,-2,0.0847457627118644
1877,25,-1,0.36065573770491804
1878,26,0,
1879,27,1,0.3492063492063492
1880,28,2,0.16666666666666666
1881,29,3,0.05454545454545454
1882,30,4,0.05128205128205128
1883,31,5,0.043478260869565216
1884,32,6,0.0
1885,33,7,0.0
1886,34,8,0.0
1887,18,-8,0.0
1888,19,-7,0.06451612903225806
1889,20,-6,0.09375
1890,21,-5,0.0
1891,22,-4,0.02
1892,23,-3,0.1044776119402985
1893,24,-2,0.06578947368421052
1894,25,-1,0.22727272727272727
1895,26,0,
1896,27,1,0.5058823529411764
1897,28,2,0.08641975308641975
1898,29,3,0.07352941176470588
1899,30,4,0.06
1900,31,5,0.034482758620689655
1901,32,6,0.0
1902,33,7,0.0
1903,34,8,0.0
1904,18,-8,0.0
1905,19,-7,0.06451612903225806
1906,20,-6,0.09375
1907,21,-5,0.0
1908,22,-4,0.02
1909,23,-3,0.1044776119402985
1910,24,-2,0.06578947368421052
1911,25,-1,0.22727272727272727
1912,26,0,
1913,27,1,0.5058823529411764
1914,28,2,0.08641975308641975
1915,29,3,0.07352941176470588
1916,30,4,0.06
1917,31,5,0.034482758620689655
1918,32,6,0.0
1919,33,7,0.0
1920,34,8,0.0
1921,18,-8,0.0
1922,19,-7,0.058823529411764705
1923,20,-6,0.05
1924,21,-5,0.02631578947368421
1925,22,-4,0.017543859649122806
1926,23,-3,0.04918032786885246
1927,24,-2,0.08955223880597014
1928,25,-1,0.3582089552238806
1929,26,0,
1930,27,1,0.37037037037037035
1931,28,2,0.14457831325301204
1932,29,3,0.07462686567164178
1933,30,4,0.0392156862745098
1934,31,5,0.02631578947368421
1935,32,6,0.03333333333333333
1936,33,7,0.0
1937,34,8,0.08333333333333333
1938,18,-8,0.0
1939,19,-7,0.0
1940,20,-6,0.0
1941,21,-5,0.0
1942,22,-4,0.022222222222222223
1943,23,-3,0.018518518518518517
1944,24,-2,0.0967741935483871
1945,25,-1,0.16666666666666666
1946,26,0,
1947,27,1,0.6493506493506493
1948,28,2,0.0945945945945946
1949,29,3,0.07575757575757576
1950,30,4,0.0
1951,31,5,0.0
1952,32,6,0.0
1953,33,7,0.0
1954,34,8,0.0
1955,18,-8,0.0
1956,19,-7,0.047619047619047616
1957,20,-6,0.0
1958,21,-5,0.06382978723404255
1959,22,-4,0.037037037037037035
1960,23,-3,0.09090909090909091
1961,24,-2,0.15294117647058825
1962,25,-1,0.3118279569892473
1963,26,0,
1964,27,1,0.32978723404255317
1965,28,2,0.17582417582417584
1966,29,3,0.08108108108108109
1967,30,4,0.1076923076923077
1968,31,5,0.02564102564102564
1969,32,6,0.03125
1970,33,7,0.08333333333333333
1971,34,8,0.08333333333333333
1972,18,-8,0.04
1973,19,-7,0.0
1974,20,-6,0.02564102564102564
1975,21,-5,0.027777777777777776
1976,22,-4,0.06779661016949153
1977,23,-3,0.0641025641025641
1978,24,-2,0.11904761904761904
1979,25,-1,0.29473684210526313
1980,26,0,
1981,27,1,0.30337078651685395
1982,28,2,0.15730337078651685
1983,29,3,0.07894736842105263
1984,30,4,0.047619047619047616
1985,31,5,0.06976744186046512
1986,32,6,0.025
1987,33,7,0.1
1988,34,8,0.07142857142857142
1989,18,-8,0.0
1990,19,-7,0.0
1991,20,-6,0.09090909090909091
1992,21,-5,0.0625
1993,22,-4,0.0
1994,23,-3,0.06666666666666667
1995,24,-2,0.16216216216216217
1996,25,-1,0.175
1997,26,0,
1998,27,1,0.325
1999,28,2,0.12195121951219512
2000,29,3,0.1388888888888889
2001,30,4,0.10526315789473684
2002,31,5,0.0
2003,32,6,0.0
2004,33,7,0.0
2005,34,8,0.0
2006,18,-8,0.0
2007,19,-7,0.05
2008,20,-6,0.0
2009,21,-5,0.03125
2010,22,-4,0.022222222222222223
2011,23,-3,0.11363636363636363
2012,24,-2,0.16666666666666666
2013,25,-1,0.24242424242424243
2014,26,0,
2015,27,1,0.3898305084745763
2016,28,2,0.08771929824561403
2017,29,3,0.038461538461538464
2018,30,4,0.05714285714285714
2019,31,5,0.03225806451612903
2020,32,6,0.0
2021,33,7,0.0
2022,34,8,0.0
2023,18,-8,0.05405405405405406
2024,19,-7,0.08823529411764706
2025,20,-6,0.025
2026,21,-5,0.018518518518518517
2027,22,-4,0.016129032258064516
2028,23,-3,0.07368421052631578
2029,24,-2,0.1188118811881188
2030,25,-1,0.32710280373831774
2031,26,0,
2032,27,1,0.3793103448275862
2033,28,2,0.22018348623853212
2034,29,3,0.125
2035,30,4,0.09230769230769231
2036,31,5,0.0847457627118644
2037,32,6,0.030303030303030304
2038,33,7,0.09090909090909091
2039,34,8,0.0
2040,18,-8,0.0
2041,19,-7,0.0
2042,20,-6,0.0
2043,21,-5,0.0
2044,22,-4,0.05263157894736842
2045,23,-3,0.037037037037037035
2046,24,-2,0.030303030303030304
