,subject,level_1,prob,sem_bin_mean,sem_bin
2729,MTK00607,9,0.3150684931506849,0.31609753227752185,9
2730,MTK00608,0,0.08695652173913043,9.376819555958112e-05,0
2731,MTK00608,1,0.0821917808219178,0.0334945951278011,1
2732,MTK00608,2,0.12941176470588237,0.057093156670982186,2
2733,MTK00608,3,0.18181818181818182,0.07543313396828515,3
2734,MTK00608,4,0.1917808219178082,0.0952933845775468,4
2735,MTK00608,5,0.16049382716049382,0.11821679427073552,5
2736,MTK00608,6,0.25,0.14023471251130104,6
2737,MTK00608,7,0.17647058823529413,0.1635956627627214,7
2738,MTK00608,8,0.20588235294117646,0.20979999537978852,8
2739,MTK00608,9,0.4583333333333333,0.3259634253653613,9
2740,MTK00609,0,0.14864864864864866,0.004800593014806509,0
2741,MTK00609,1,0.18947368421052632,0.03410398463408152,1
2742,MTK00609,2,0.2111111111111111,0.057890862814689935,2
2743,MTK00609,3,0.1506849315068493,0.07477529617873105,3
2744,MTK00609,4,0.18947368421052632,0.09663304065664609,4
2745,MTK00609,5,0.24691358024691357,0.11474050097167492,5
2746,MTK00609,6,0.20238095238095238,0.13877609985716202,6
2747,MTK00609,7,0.13580246913580246,0.1677699793468822,7
2748,MTK00609,8,0.20512820512820512,0.20657571591436863,8
2749,MTK00609,9,0.36507936507936506,0.33290147457433783,9
2750,MTK00610,0,0.18,-0.001156006590463221,0
2751,MTK00610,1,0.09615384615384616,0.030803636834025382,1
2752,MTK00610,2,0.15517241379310345,0.05730890068742964,2
2753,MTK00610,3,0.20689655172413793,0.07661771960556507,3
2754,MTK00610,4,0.16071428571428573,0.09840694235430823,4
2755,MTK00610,5,0.20408163265306123,0.1181033082306385,5
2756,MTK00610,6,0.16363636363636364,0.1325093855460485,6
2757,MTK00610,7,0.20833333333333334,0.16648017913103103,7
2758,MTK00610,8,0.15254237288135594,0.19928456677330864,8
2759,MTK00610,9,0.21818181818181817,0.33248473207155865,9
2760,MTK00612,0,0.18571428571428572,-0.00632186671002553,0
2761,MTK00612,1,0.18333333333333332,0.03274631144648248,1
2762,MTK00612,2,0.16393442622950818,0.05829511806368828,2
2763,MTK00612,3,0.14666666666666667,0.07668772136623209,3
2764,MTK00612,4,0.1111111111111111,0.09304931946098804,4
2765,MTK00612,5,0.2,0.11423942446708679,5
2766,MTK00612,6,0.189873417721519,0.13856321175893146,6
2767,MTK00612,7,0.18309859154929578,0.16294759741196266,7
