,subject,repeats,recalled,adj_rec
232,MTK00204,2.0,0.6,0.5463906581740976
233,MTK00204,3.0,0.6916666666666667,0.7057003575818527
234,MTK00205,1.0,0.4,0.35997876857749467
235,MTK00205,2.0,0.6166666666666666,0.5463906581740976
236,MTK00205,3.0,0.8166666666666667,0.7057003575818527
237,MTK00206,1.0,0.4333333333333333,0.35997876857749467
238,MTK00206,2.0,0.7166666666666667,0.5463906581740976
239,MTK00206,3.0,0.8833333333333334,0.7057003575818527
240,MTK00207,1.0,0.18333333333333332,0.35997876857749467
241,MTK00207,2.0,0.4333333333333333,0.5463906581740976
242,MTK00207,3.0,0.5916666666666667,0.7057003575818527
243,MTK00208,1.0,0.4,0.35997876857749467
244,MTK00208,2.0,0.6833333333333333,0.5463906581740976
245,MTK00208,3.0,0.8416666666666666,0.7057003575818527
246,MTK00209,1.0,0.5166666666666666,0.35997876857749467
247,MTK00209,2.0,0.7,0.5463906581740976
248,MTK00209,3.0,0.9083333333333334,0.7057003575818527
249,MTK00210,1.0,0.18333333333333332,0.35997876857749467
250,MTK00210,2.0,0.2833333333333333,0.5463906581740976
251,MTK00210,3.0,0.6083333333333333,0.7057003575818527
252,MTK00211,1.0,0.6,0.35997876857749467
253,MTK00211,2.0,0.75,0.5463906581740976
254,MTK00211,3.0,0.875,0.7057003575818527
255,MTK00212,1.0,0.18333333333333332,0.35997876857749467
256,MTK00212,2.0,0.4333333333333333,0.5463906581740976
257,MTK00212,3.0,0.6666666666666666,0.7057003575818527
258,MTK00213,1.0,0.4833333333333333,0.35997876857749467
259,MTK00213,2.0,0.5166666666666666,0.5463906581740976
260,MTK00213,3.0,0.7666666666666667,0.7057003575818527
261,MTK00215,1.0,0.45,0.35997876857749467
262,MTK00215,2.0,0.5666666666666667,0.5463906581740976
263,MTK00215,3.0,0.6083333333333333,0.7057003575818527
264,MTK00217,1.0,0.26666666666666666,0.35997876857749467
265,MTK00217,2.0,0.65,0.5463906581740976
266,MTK00217,3.0,0.6833333333333333,0.7057003575818527
267,MTK00219,1.0,0.21666666666666665,0.35997876857749467
268,MTK00219,2.0,0.31666666666666665,0.5463906581740976
269,MTK00219,3.0,0.5583333333333333,0.7057003575818527
270,MTK00221,1.0,0.21666666666666665,0.35997876857749467
271,MTK00221,2.0,0.45,0.5463906581740976
272,MTK00221,3.0,0.6416666666666667,0.7057003575818527
273,MTK00222,1.0,0.5166666666666666,0.35997876857749467
274,MTK00222,2.0,0.6333333333333333,0.5463906581740976
275,MTK00222,3.0,0.7166666666666667,0.7057003575818527
276,MTK00224,1.0,0.6166666666666666,0.35997876857749467
277,MTK00224,2.0,0.7833333333333333,0.5463906581740976
278,MTK00224,3.0,0.7916666666666667,0.7057003575818527
279,MTK00225,1.0,0.3,0.35997876857749467
280,MTK00225,2.0,0.4666666666666666,0.5463906581740976
281,MTK00225,3.0,0.8333333333333334,0.7057003575818527
282,MTK00227,1.0,0.16666666666666666,0.35997876857749467
283,MTK00227,2.0,0.55,0.5463906581740976
284,MTK00227,3.0,0.7583333333333333,0.7057003575818527
285,MTK00228,1.0,0.18333333333333332,0.35997876857749467
286,MTK00228,2.0,0.4333333333333333,0.5463906581740976
287,MTK00228,3.0,0.5666666666666667,0.7057003575818527
288,MTK00229,1.0,0.15,0.35997876857749467
289,MTK00229,2.0,0.41666666666666663,0.5463906581740976
290,MTK00229,3.0,0.4916666666666667,0.7057003575818527
291,MTK00230,1.0,0.6333333333333333,0.35997876857749467
292,MTK00230,2.0,0.6333333333333333,0.5463906581740976
293,MTK00230,3.0,0.825,0.7057003575818527
294,MTK00231,1.0,0.6166666666666666,0.35997876857749467
295,MTK00231,2.0,0.7,0.5463906581740976
296,MTK00231,3.0,0.6916666666666667,0.7057003575818527
297,MTK00232,1.0,0.4666666666666666,0.35997876857749467
298,MTK00232,2.0,0.55,0.5463906581740976
299,MTK00232,3.0,0.7416666666666667,0.7057003575818527
300,MTK00233,1.0,0.7,0.35997876857749467
301,MTK00233,2.0,0.7166666666666666,0.5463906581740976
302,MTK00233,3.0,0.7416666666666667,0.7057003575818527
303,MTK00234,1.0,0.2333333333333333,0.35997876857749467
304,MTK00234,2.0,0.4833333333333333,0.5463906581740976
305,MTK00234,3.0,0.5833333333333333,0.7057003575818527
306,MTK00235,1.0,0.26666666666666666,0.35997876857749467
307,MTK00235,2.0,0.65,0.5463906581740976
308,MTK00235,3.0,0.6833333333333333,0.7057003575818527
309,MTK00236,1.0,0.31666666666666665,0.35997876857749467
310,MTK00236,2.0,0.5,0.5463906581740976
311,MTK00236,3.0,0.5583333333333333,0.7057003575818527
312,MTK00237,1.0,0.5333333333333333,0.35997876857749467
313,MTK00237,2.0,0.8666666666666666,0.5463906581740976
314,MTK00237,3.0,0.9,0.7057003575818527
315,MTK00238,1.0,0.21666666666666665,0.35997876857749467
316,MTK00238,2.0,0.4666666666666666,0.5463906581740976
317,MTK00238,3.0,0.8333333333333334,0.7057003575818527
318,MTK00239,1.0,0.8,0.35997876857749467
319,MTK00239,2.0,0.95,0.5463906581740976
320,MTK00239,3.0,0.9833333333333334,0.7057003575818527
321,MTK00240,1.0,0.2,0.35997876857749467
322,MTK00240,2.0,0.35,0.5463906581740976
323,MTK00240,3.0,0.6666666666666667,0.7057003575818527
324,MTK00241,1.0,0.41666666666666663,0.35997876857749467
325,MTK00241,2.0,0.7,0.5463906581740976
326,MTK00241,3.0,0.7833333333333334,0.7057003575818527
327,MTK00243,1.0,0.6666666666666666,0.35997876857749467
328,MTK00243,2.0,0.7833333333333333,0.5463906581740976
329,MTK00243,3.0,0.875,0.7057003575818527
330,MTK00244,1.0,0.18333333333333332,0.35997876857749467
331,MTK00244,2.0,0.31666666666666665,0.5463906581740976
332,MTK00244,3.0,0.7083333333333333,0.7057003575818527
333,MTK00245,1.0,0.45,0.35997876857749467
334,MTK00245,2.0,0.55,0.5463906581740976
335,MTK00245,3.0,0.775,0.7057003575818527
336,MTK00247,1.0,0.45,0.35997876857749467
337,MTK00247,2.0,0.55,0.5463906581740976
338,MTK00247,3.0,0.775,0.7057003575818527
339,MTK00248,1.0,0.4666666666666667,0.35997876857749467
340,MTK00248,2.0,0.55,0.5463906581740976
341,MTK00248,3.0,0.7083333333333333,0.7057003575818527
342,MTK00249,1.0,0.26666666666666666,0.35997876857749467
343,MTK00249,2.0,0.4666666666666666,0.5463906581740976
344,MTK00249,3.0,0.8,0.7057003575818527
345,MTK00250,1.0,0.5166666666666666,0.35997876857749467
346,MTK00250,2.0,0.8833333333333334,0.5463906581740976
347,MTK00250,3.0,0.8916666666666666,0.7057003575818527
348,MTK00251,1.0,0.55,0.35997876857749467
349,MTK00251,2.0,0.6333333333333333,0.5463906581740976
350,MTK00251,3.0,0.75,0.7057003575818527
351,MTK00253,1.0,0.06666666666666667,0.35997876857749467
352,MTK00253,2.0,0.4,0.5463906581740976
353,MTK00253,3.0,0.55,0.7057003575818527
354,MTK00254,1.0,0.19999999999999998,0.35997876857749467
355,MTK00254,2.0,0.3833333333333333,0.5463906581740976
356,MTK00254,3.0,0.6833333333333333,0.7057003575818527
357,MTK00256,1.0,0.8,0.35997876857749467
358,MTK00256,2.0,0.95,0.5463906581740976
359,MTK00256,3.0,0.9833333333333334,0.7057003575818527
360,MTK00257,1.0,0.08333333333333333,0.35997876857749467
361,MTK00257,2.0,0.31666666666666665,0.5463906581740976
362,MTK00257,3.0,0.375,0.7057003575818527
363,MTK00261,1.0,0.3333333333333333,0.35997876857749467
364,MTK00261,2.0,0.6,0.5463906581740976
365,MTK00261,3.0,0.7583333333333333,0.7057003575818527
366,MTK00263,1.0,0.15,0.35997876857749467
367,MTK00263,2.0,0.39999999999999997,0.5463906581740976
368,MTK00263,3.0,0.4083333333333333,0.7057003575818527
369,MTK00264,1.0,0.5666666666666667,0.35997876857749467
370,MTK00264,2.0,0.7333333333333333,0.5463906581740976
371,MTK00264,3.0,0.8166666666666667,0.7057003575818527
372,MTK00266,1.0,0.21666666666666665,0.35997876857749467
373,MTK00266,2.0,0.4666666666666666,0.5463906581740976
374,MTK00266,3.0,0.8333333333333334,0.7057003575818527
375,MTK00267,1.0,0.2333333333333333,0.35997876857749467
376,MTK00267,2.0,0.5166666666666666,0.5463906581740976
377,MTK00267,3.0,0.5583333333333333,0.7057003575818527
378,MTK00268,1.0,0.21666666666666665,0.35997876857749467
379,MTK00268,2.0,0.7166666666666666,0.5463906581740976
380,MTK00268,3.0,0.8583333333333334,0.7057003575818527
381,MTK00269,1.0,0.21666666666666665,0.35997876857749467
382,MTK00269,2.0,0.3833333333333333,0.5463906581740976
383,MTK00269,3.0,0.5083333333333333,0.7057003575818527
384,MTK00270,1.0,0.2,0.35997876857749467
385,MTK00270,2.0,0.3333333333333333,0.5463906581740976
386,MTK00270,3.0,0.475,0.7057003575818527
387,MTK00271,1.0,0.31666666666666665,0.35997876857749467
388,MTK00271,2.0,0.4333333333333333,0.5463906581740976
389,MTK00271,3.0,0.6916666666666667,0.7057003575818527
390,MTK00272,1.0,0.5166666666666666,0.35997876857749467
391,MTK00272,2.0,0.6333333333333333,0.5463906581740976
392,MTK00272,3.0,0.7166666666666667,0.7057003575818527
393,MTK00273,1.0,0.4,0.35997876857749467
394,MTK00273,2.0,0.6333333333333333,0.5463906581740976
395,MTK00273,3.0,0.85,0.7057003575818527
396,MTK00274,1.0,0.41666666666666663,0.35997876857749467
397,MTK00274,2.0,0.5,0.5463906581740976
398,MTK00274,3.0,0.6416666666666667,0.7057003575818527
399,MTK00275,1.0,0.2333333333333333,0.35997876857749467
400,MTK00275,2.0,0.35,0.5463906581740976
401,MTK00275,3.0,0.5666666666666667,0.7057003575818527
402,MTK00277,1.0,0.2833333333333333,0.35997876857749467
403,MTK00277,2.0,0.25,0.5463906581740976
404,MTK00277,3.0,0.475,0.7057003575818527
405,MTK00282,1.0,0.8833333333333334,0.35997876857749467
406,MTK00282,2.0,0.7333333333333333,0.5463906581740976
407,MTK00282,3.0,0.8083333333333333,0.7057003575818527
408,MTK00284,1.0,0.2,0.35997876857749467
409,MTK00284,2.0,0.3333333333333333,0.5463906581740976
410,MTK00284,3.0,0.475,0.7057003575818527
411,MTK00290,1.0,0.13333333333333333,0.35997876857749467
412,MTK00290,2.0,0.4,0.5463906581740976
413,MTK00290,3.0,0.6666666666666666,0.7057003575818527
414,MTK00298,1.0,0.8833333333333334,0.35997876857749467
415,MTK00298,2.0,0.9833333333333334,0.5463906581740976
416,MTK00298,3.0,0.95,0.7057003575818527
417,MTK00301,1.0,0.3833333333333333,0.35997876857749467
418,MTK00301,2.0,0.4,0.5463906581740976
419,MTK00301,3.0,0.6333333333333333,0.7057003575818527
420,MTK00307,1.0,0.26666666666666666,0.35997876857749467
421,MTK00307,2.0,0.4333333333333333,0.5463906581740976
422,MTK00307,3.0,0.625,0.7057003575818527
423,MTK00308,1.0,0.45,0.35997876857749467
424,MTK00308,2.0,0.7666666666666667,0.5463906581740976
425,MTK00308,3.0,0.9416666666666667,0.7057003575818527
426,MTK00312,1.0,0.11666666666666665,0.35997876857749467
427,MTK00312,2.0,0.41666666666666663,0.5463906581740976
428,MTK00312,3.0,0.575,0.7057003575818527
429,MTK00313,1.0,0.21666666666666665,0.35997876857749467
430,MTK00313,2.0,0.3833333333333333,0.5463906581740976
431,MTK00313,3.0,0.6666666666666667,0.7057003575818527
432,MTK00315,1.0,0.4333333333333333,0.35997876857749467
433,MTK00315,2.0,0.6166666666666666,0.5463906581740976
434,MTK00315,3.0,0.7583333333333333,0.7057003575818527
435,MTK00317,1.0,0.3333333333333333,0.35997876857749467
436,MTK00317,2.0,0.55,0.5463906581740976
437,MTK00317,3.0,0.5416666666666667,0.7057003575818527
438,MTK00318,1.0,0.85,0.35997876857749467
439,MTK00318,2.0,0.7833333333333333,0.5463906581740976
440,MTK00318,3.0,0.775,0.7057003575818527
441,MTK00319,1.0,0.4666666666666666,0.35997876857749467
442,MTK00319,2.0,0.7,0.5463906581740976
443,MTK00319,3.0,0.825,0.7057003575818527
444,MTK00320,1.0,0.5333333333333333,0.35997876857749467
445,MTK00320,2.0,0.5333333333333333,0.5463906581740976
446,MTK00320,3.0,0.775,0.7057003575818527
447,MTK00322,1.0,0.15,0.35997876857749467
448,MTK00322,2.0,0.41666666666666663,0.5463906581740976
449,MTK00322,3.0,0.4916666666666667,0.7057003575818527
450,MTK00323,1.0,0.25,0.35997876857749467
451,MTK00323,2.0,0.3833333333333333,0.5463906581740976
452,MTK00323,3.0,0.675,0.7057003575818527
453,MTK00324,1.0,0.2333333333333333,0.35997876857749467
454,MTK00324,2.0,0.5166666666666666,0.5463906581740976
455,MTK00324,3.0,0.5583333333333333,0.7057003575818527
456,MTK00325,1.0,0.2833333333333333,0.35997876857749467
457,MTK00325,2.0,0.5666666666666667,0.5463906581740976
458,MTK00325,3.0,0.6833333333333333,0.7057003575818527
459,MTK00326,1.0,0.5333333333333333,0.35997876857749467
460,MTK00326,2.0,0.6166666666666666,0.5463906581740976
461,MTK00326,3.0,0.825,0.7057003575818527
462,MTK00327,1.0,0.2333333333333333,0.35997876857749467
463,MTK00327,2.0,0.41666666666666663,0.5463906581740976
464,MTK00327,3.0,0.625,0.7057003575818527
465,MTK00328,1.0,0.3833333333333333,0.35997876857749467
466,MTK00328,2.0,0.4,0.5463906581740976
467,MTK00328,3.0,0.6333333333333333,0.7057003575818527
468,MTK00330,1.0,0.5,0.35997876857749467
469,MTK00330,2.0,0.6166666666666666,0.5463906581740976
470,MTK00330,3.0,0.725,0.7057003575818527
471,MTK00331,1.0,0.36666666666666664,0.35997876857749467
472,MTK00331,2.0,0.55,0.5463906581740976
473,MTK00331,3.0,0.5666666666666667,0.7057003575818527
474,MTK00332,1.0,0.85,0.35997876857749467
475,MTK00332,2.0,0.7833333333333333,0.5463906581740976
476,MTK00332,3.0,0.775,0.7057003575818527
477,MTK00333,1.0,0.3833333333333333,0.35997876857749467
478,MTK00333,2.0,0.5666666666666667,0.5463906581740976
479,MTK00333,3.0,0.8416666666666666,0.7057003575818527
480,MTK00335,1.0,0.26666666666666666,0.35997876857749467
481,MTK00335,2.0,0.6166666666666666,0.5463906581740976
482,MTK00335,3.0,0.7583333333333333,0.7057003575818527
483,MTK00336,1.0,0.18333333333333332,0.35997876857749467
484,MTK00336,2.0,0.2833333333333333,0.5463906581740976
485,MTK00336,3.0,0.6083333333333333,0.7057003575818527
486,MTK00337,1.0,0.21666666666666665,0.35997876857749467
487,MTK00337,2.0,0.55,0.5463906581740976
488,MTK00337,3.0,0.7166666666666667,0.7057003575818527
489,MTK00338,1.0,0.3,0.35997876857749467
